structure,n,write_pct,rep,ns_per_op,checksum,bytes_end
clusterjump_d,16777216,50,0,77.2315,13983825588139653280,188584744
tlx_btree,16777216,50,0,326.7732,13983825588139653280,169656712
alex,16777216,50,0,145.9333,13983825588139653280,202168939
clusterjump_d,16777216,50,1,77.8520,13983825588139653280,188584744
tlx_btree,16777216,50,1,326.1277,13983825588139653280,169656712
alex,16777216,50,1,147.8755,13983825588139653280,202168939
tlx_btree,16777216,50,2,327.7523,13983825588139653280,169656712
alex,16777216,50,2,146.4317,13983825588139653280,202168939
clusterjump_d,16777216,50,2,78.6793,13983825588139653280,188584744
clusterjump_d,16777216,50,3,79.1499,13983825588139653280,188584744
tlx_btree,16777216,50,3,330.5944,13983825588139653280,169656712
alex,16777216,50,3,146.1823,13983825588139653280,202168939
tlx_btree,16777216,50,4,327.7311,13983825588139653280,169656712
alex,16777216,50,4,146.4435,13983825588139653280,202168939
clusterjump_d,16777216,50,4,77.4699,13983825588139653280,188584744
