structure,n,write_pct,rep,ns_per_op,checksum,bytes_end
clusterjump_d,16777216,50,0,93.6382,17510971,233193588
tlx_btree,16777216,50,0,368.1847,17510971,169625632
alex,16777216,50,0,113.8400,17510971,155857112
clusterjump_d,16777216,50,1,93.8921,17510971,233193588
tlx_btree,16777216,50,1,369.5142,17510971,169625632
alex,16777216,50,1,112.6624,17510971,155857112
tlx_btree,16777216,50,2,369.1358,17510971,169625632
alex,16777216,50,2,115.4161,17510971,155857112
clusterjump_d,16777216,50,2,94.1214,17510971,233193588
clusterjump_d,16777216,50,3,93.6140,17510971,233193588
tlx_btree,16777216,50,3,367.5849,17510971,169625632
alex,16777216,50,3,114.6242,17510971,155857112
tlx_btree,16777216,50,4,371.4266,17510971,169625632
alex,16777216,50,4,114.2464,17510971,155857112
clusterjump_d,16777216,50,4,93.9109,17510971,233193588
