structure,n,write_pct,rep,ns_per_op,checksum,bytes_end
clusterjump_d,16777216,10,0,45.4877,6384838994195397286,162620750
tlx_btree,16777216,10,0,314.5769,6384838994195397286,161734868
alex,16777216,10,0,63.8641,6384838994195397286,109355031
clusterjump_d,16777216,10,1,46.9599,6384838994195397286,162620750
tlx_btree,16777216,10,1,315.6408,6384838994195397286,161734868
alex,16777216,10,1,65.2254,6384838994195397286,109355031
tlx_btree,16777216,10,2,321.6794,6384838994195397286,161734868
alex,16777216,10,2,64.8156,6384838994195397286,109355031
clusterjump_d,16777216,10,2,43.0462,6384838994195397286,162620750
clusterjump_d,16777216,10,3,41.7668,6384838994195397286,162620750
tlx_btree,16777216,10,3,313.1131,6384838994195397286,161734868
alex,16777216,10,3,65.8184,6384838994195397286,109355031
tlx_btree,16777216,10,4,355.9137,6384838994195397286,161734868
alex,16777216,10,4,65.8323,6384838994195397286,109355031
clusterjump_d,16777216,10,4,43.0744,6384838994195397286,162620750
