"candidate","mode","keys","n","sessions","candidate_ns","best_splus_ns","ratio_median","ratio_min","ratio_max","beats_splus"
"spline32","tput","uniform",512,3,13.8535,3.0319,4.58445139379266,4.55542402420177,4.60295524258716,FALSE
"spline32","tput","uniform",1024,3,13.9084,4.2328,3.28586278586279,3.10481703535249,3.3085303772777,FALSE
"spline32","tput","uniform",2048,3,11.8484,4.2236,2.80528459134388,2.57358836330317,3.32340081741279,FALSE
"spline32","tput","uniform",4096,3,11.2823,4.2191,2.67410111161148,2.64147767126491,2.67463377023901,FALSE
"spline32","tput","uniform",8192,3,11.6379,5.8731,1.94418643501504,1.93635388466057,2.00443504366812,FALSE
"spline32","tput","uniform",16384,3,14.3921,6.0471,2.4206313770237,2.0276027701469,2.44988594968168,FALSE
"spline32","tput","uniform",32768,3,15.0757,6.2012,2.42214938705998,2.40396953012068,2.4335451202993,FALSE
"spline32","tput","uniform",65536,3,15.9866,8.0139,1.99296889609175,1.98845596996758,2.01048178789353,FALSE
"spline32","tput","uniform",131072,3,18.5074,13.8382,1.34039109132691,1.2526074273609,1.80299905051894,FALSE
"spline32","tput","uniform",262144,3,20.4865,20.4239,1.03417637336306,1.00306503655032,1.68323859565321,FALSE
"spline32","tput","uniform",524288,3,29.747,30.5954,0.972270341293135,0.904538464918062,1.27826309992607,FALSE
"spline32","tput","uniform",1048576,3,36.1588,44.2627,0.814583694719223,0.805881701748877,0.865672135485578,TRUE
"spline32","tput","uniform",2097152,3,53.0792,54.509,0.971891977009684,0.944683164312246,0.998319543561614,TRUE
"spline32","tput","uniform",4194304,3,66.6946,65.7303,1.01467055528424,0.992585051327734,1.02555806748224,FALSE
"spline32","tput","uniform",8388608,3,91.8777,79.4846,1.13828273802525,1.12766633898447,1.15591825334719,FALSE
"spline32","tput","uniform",16777216,3,105.5847,94.194,1.11401463561024,1.08459884503402,1.12092808459138,FALSE
"spline32","tput","uniform",33554432,3,129.6738,106.9031,1.20903462807914,1.20835032287153,1.2301738677363,FALSE
