"compiler","mode","order","comparison","n","ratio","lo","hi"
"gcc","lat","blocked","Exp 4: 16-key fusion vs 16-key B-tree",512,2.48737112525921,2.48493053746849,2.52648059088798
"gcc","tput","blocked","Exp 4: 16-key fusion vs 16-key B-tree",512,2.94981480699086,2.92357276320268,2.95469675599436
"clang","lat","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",512,2.28644228702443,2.27927181173842,2.30517663599065
"gcc","lat","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",512,2.45596062879258,2.45154033028009,2.50192738371286
"clang","tput","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",512,2.60888933442769,2.5984292406744,2.61588225678683
"gcc","tput","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",512,2.85366427400059,2.83437076761016,2.85984400690283
"gcc","lat","blocked","Exp 4: 16-key fusion vs 8-key fusion",512,1.13073655766802,1.11493969159297,1.17227269671335
"gcc","tput","blocked","Exp 4: 16-key fusion vs 8-key fusion",512,1.10052087300733,1.09776550220515,1.13076838346905
"clang","lat","shuffled","Exp 4: 16-key fusion vs 8-key fusion",512,1.13789376330187,1.11163202906899,1.17071471504289
"gcc","lat","shuffled","Exp 4: 16-key fusion vs 8-key fusion",512,1.12801943498956,1.10678856211013,1.16898875391585
"clang","tput","shuffled","Exp 4: 16-key fusion vs 8-key fusion",512,1.05550302787572,1.05354762201021,1.08013592656435
"gcc","tput","shuffled","Exp 4: 16-key fusion vs 8-key fusion",512,1.10350446765047,1.09603226679998,1.12265947791219
"gcc","lat","blocked","Exp 4: 16-key fusion vs best B-tree",512,2.64079111541912,2.60837621291646,2.65154899739911
"gcc","tput","blocked","Exp 4: 16-key fusion vs best B-tree",512,5.33061909972264,5.1674994782139,5.41927012587159
"clang","lat","shuffled","Exp 4: 16-key fusion vs best B-tree",512,2.359974856023,2.3131154796592,2.36983132085907
"gcc","lat","shuffled","Exp 4: 16-key fusion vs best B-tree",512,2.6327521563646,2.59716500280311,2.6538347403428
"clang","tput","shuffled","Exp 4: 16-key fusion vs best B-tree",512,4.61351045913845,4.43962270190676,4.66940530320083
"gcc","tput","shuffled","Exp 4: 16-key fusion vs best B-tree",512,5.25412381977701,5.08632943400395,5.29890353361784
"gcc","lat","blocked","original fusion vs binary search",512,2.77251056188534,2.7545524949022,2.80311281337047
"gcc","tput","blocked","original fusion vs binary search",512,6.81507621137536,6.76616239215223,6.94324950036607
"clang","lat","shuffled","original fusion vs binary search",512,1.45388245088129,1.4528586705729,1.4686454967976
"gcc","lat","shuffled","original fusion vs binary search",512,2.80031846690865,2.77522190273784,2.81870137454894
"clang","tput","shuffled","original fusion vs binary search",512,1.30260197371864,1.29197592709973,1.30645369733253
"gcc","tput","shuffled","original fusion vs binary search",512,6.92851922811037,6.88236354170838,7.03552839116719
"gcc","lat","blocked","original fusion vs branch-free B-tree",512,1.82776990102826,1.81498352121643,1.84708111927902
"gcc","tput","blocked","original fusion vs branch-free B-tree",512,4.00142772573737,3.82255533669415,4.07080292817616
"clang","lat","shuffled","original fusion vs branch-free B-tree",512,1.75231317316346,1.72678401542124,1.78432596214267
"gcc","lat","shuffled","original fusion vs branch-free B-tree",512,1.85745113670726,1.83987628319635,1.89527156822289
"clang","tput","shuffled","original fusion vs branch-free B-tree",512,3.80885982986189,3.69896162974684,3.94382606886508
"gcc","tput","shuffled","original fusion vs branch-free B-tree",512,3.90106761565836,3.77763001714512,3.94300552486188
"gcc","lat","blocked","branch-free rank vs original rank",1024,1.15064114783891,1.13843517470731,1.17090397279293
"gcc","tput","blocked","branch-free rank vs original rank",1024,1.14979447717283,1.14732896799607,1.15502972049495
"clang","lat","shuffled","branch-free rank vs original rank",1024,1.07549536644313,1.07544917079218,1.08684236857377
"gcc","lat","shuffled","branch-free rank vs original rank",1024,1.13092896537287,1.12665582483513,1.14503759648656
"clang","tput","shuffled","branch-free rank vs original rank",1024,1.08922622130157,1.08583907987372,1.09634037616679
"gcc","tput","shuffled","branch-free rank vs original rank",1024,1.16106394617119,1.14008113519019,1.16939655773441
"gcc","lat","blocked","compact 128-B node vs 184-B node",1024,0.980047666652729,0.977204614556194,0.980367901657269
"gcc","tput","blocked","compact 128-B node vs 184-B node",1024,1.04007617852482,1.03776561402369,1.04264127551902
"clang","lat","shuffled","compact 128-B node vs 184-B node",1024,0.958700511502359,0.956143056907625,0.961736862567829
"gcc","lat","shuffled","compact 128-B node vs 184-B node",1024,0.959625456737929,0.958724759646223,0.962712606337084
"clang","tput","shuffled","compact 128-B node vs 184-B node",1024,0.960712077695432,0.958830486280461,0.963133658613054
"gcc","tput","shuffled","compact 128-B node vs 184-B node",1024,0.976408466798757,0.954762561380124,0.98325400309619
"gcc","lat","blocked","equal footprint: compact fusion vs aligned B-tree",1024,2.12395712029607,2.10397124286478,2.15055900026334
"gcc","tput","blocked","equal footprint: compact fusion vs aligned B-tree",1024,2.68978447648172,2.67065327000747,2.74300502066547
"clang","lat","shuffled","equal footprint: compact fusion vs aligned B-tree",1024,1.87597473048634,1.86980583401066,1.88275537877418
"gcc","lat","shuffled","equal footprint: compact fusion vs aligned B-tree",1024,2.12284416090504,2.09418659578386,2.12307379321624
"clang","tput","shuffled","equal footprint: compact fusion vs aligned B-tree",1024,2.27807878234512,2.25140361241226,2.28704833586393
"gcc","tput","shuffled","equal footprint: compact fusion vs aligned B-tree",1024,2.60762355638587,2.59672580292313,2.67964023151962
"gcc","lat","blocked","Exp 4: 16-key fusion vs 16-key B-tree",1024,2.58049047750612,2.57672457258101,2.60306633004361
"gcc","tput","blocked","Exp 4: 16-key fusion vs 16-key B-tree",1024,4.22715818529896,4.08337710306501,4.32125359318786
"clang","lat","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",1024,2.40055992385722,2.38427696771915,2.40590875508731
"gcc","lat","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",1024,2.5684411686902,2.56221062455263,2.57537788112988
"clang","tput","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",1024,3.77195160302564,3.65363942292712,3.84161181434599
"gcc","tput","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",1024,4.06854849242075,3.96553950047172,4.16647699561047
"gcc","lat","blocked","Exp 4: 16-key fusion vs 8-key fusion",1024,1.03482971708793,1.02813660913882,1.0473283487344
"gcc","tput","blocked","Exp 4: 16-key fusion vs 8-key fusion",1024,0.970570798598281,0.954707161143322,0.979625433150081
"clang","lat","shuffled","Exp 4: 16-key fusion vs 8-key fusion",1024,1.03731131675953,1.03514909919812,1.04158365375851
"gcc","lat","shuffled","Exp 4: 16-key fusion vs 8-key fusion",1024,1.02574258504587,1.02301927679025,1.03204778119468
"clang","tput","shuffled","Exp 4: 16-key fusion vs 8-key fusion",1024,0.901820753539584,0.893108380851606,0.91763446834819
"gcc","tput","shuffled","Exp 4: 16-key fusion vs 8-key fusion",1024,0.916760898986266,0.894914546610591,0.922641465837935
"gcc","lat","blocked","Exp 4: 16-key fusion vs best B-tree",1024,2.58049047750612,2.57672457258101,2.60306633004361
"gcc","tput","blocked","Exp 4: 16-key fusion vs best B-tree",1024,4.22715818529896,4.08337710306501,4.32125359318786
"clang","lat","shuffled","Exp 4: 16-key fusion vs best B-tree",1024,2.40055992385722,2.38427696771915,2.40590875508731
"gcc","lat","shuffled","Exp 4: 16-key fusion vs best B-tree",1024,2.5684411686902,2.56221062455263,2.57537788112988
"clang","tput","shuffled","Exp 4: 16-key fusion vs best B-tree",1024,3.77195160302564,3.65363942292712,3.84161181434599
"gcc","tput","shuffled","Exp 4: 16-key fusion vs best B-tree",1024,4.06854849242075,3.96553950047172,4.16647699561047
"gcc","lat","blocked","original fusion vs binary search",1024,2.98765950844894,2.98126008670612,2.99119978205364
"gcc","tput","blocked","original fusion vs binary search",1024,7.39595823857763,7.382002434884,7.41934533097541
"clang","lat","shuffled","original fusion vs binary search",1024,1.48306103369986,1.46445596219262,1.48846919253299
"gcc","lat","shuffled","original fusion vs binary search",1024,3.05330337931907,3.05092530912367,3.10224880352525
"clang","tput","shuffled","original fusion vs binary search",1024,1.35593815983154,1.35058576674244,1.36589982100414
"gcc","tput","shuffled","original fusion vs binary search",1024,7.73156600821772,7.54816075218833,7.8049515977041
"gcc","lat","blocked","original fusion vs branch-free B-tree",1024,1.71839751353402,1.71780047372845,1.7258655971799
"gcc","tput","blocked","original fusion vs branch-free B-tree",1024,1.98229562847066,1.9576941318108,1.9873172589304
"clang","lat","shuffled","original fusion vs branch-free B-tree",1024,1.65965598303984,1.64750060992898,1.66566804074927
"gcc","lat","shuffled","original fusion vs branch-free B-tree",1024,1.76527598401261,1.74468409309413,1.77004068485562
"clang","tput","shuffled","original fusion vs branch-free B-tree",1024,1.97446340859805,1.93910877271913,2.00527887153304
"gcc","tput","shuffled","original fusion vs branch-free B-tree",1024,2.07235611262154,1.98591438790816,2.08784288562458
"gcc","lat","blocked","branch-free rank vs original rank",2048,1.10096627955939,1.07366594174937,1.10122079047665
"gcc","tput","blocked","branch-free rank vs original rank",2048,1.04718076608347,1.04593103609829,1.05382816872296
"clang","lat","shuffled","branch-free rank vs original rank",2048,1.04015237098063,1.03798178286925,1.04687410204121
"gcc","lat","shuffled","branch-free rank vs original rank",2048,1.08555149381318,1.08462868865507,1.09265484098613
"clang","tput","shuffled","branch-free rank vs original rank",2048,1.0118164110544,1.0065626774708,1.01219788202569
"gcc","tput","shuffled","branch-free rank vs original rank",2048,1.06388054679928,1.05093276499134,1.08058813442082
"gcc","lat","blocked","compact 128-B node vs 184-B node",2048,0.975647245789434,0.972891890415223,0.97953096275195
"gcc","tput","blocked","compact 128-B node vs 184-B node",2048,1.0187654890637,1.0107841849225,1.02058988758802
"clang","lat","shuffled","compact 128-B node vs 184-B node",2048,0.957560281800261,0.955664200899332,0.958114868921353
"gcc","lat","shuffled","compact 128-B node vs 184-B node",2048,0.956533834402987,0.949109045597135,0.957703279850931
"clang","tput","shuffled","compact 128-B node vs 184-B node",2048,0.951107624895188,0.949638044285498,0.95284693984131
"gcc","tput","shuffled","compact 128-B node vs 184-B node",2048,0.955078438435011,0.951589308515775,0.958516460809223
"gcc","lat","blocked","equal footprint: compact fusion vs aligned B-tree",2048,2.20107278774984,2.19901904299836,2.21170113309151
"gcc","tput","blocked","equal footprint: compact fusion vs aligned B-tree",2048,3.46653086090698,3.42185163167611,3.54349429869407
"clang","lat","shuffled","equal footprint: compact fusion vs aligned B-tree",2048,1.932087618485,1.92622643027653,1.93390110460773
"gcc","lat","shuffled","equal footprint: compact fusion vs aligned B-tree",2048,2.17442613008088,2.1686513048576,2.18172655419151
"clang","tput","shuffled","equal footprint: compact fusion vs aligned B-tree",2048,2.90613397192258,2.83163128191346,2.93114639310464
"gcc","tput","shuffled","equal footprint: compact fusion vs aligned B-tree",2048,3.32145666096553,3.25418446265728,3.34577487314898
"gcc","lat","blocked","Exp 4: 16-key fusion vs 16-key B-tree",2048,2.72587539662364,2.67122948197478,2.74749600475713
"gcc","tput","blocked","Exp 4: 16-key fusion vs 16-key B-tree",2048,5.33881962651827,5.28062275814699,5.46027209701606
"clang","lat","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",2048,2.57590944852797,2.57209956503243,2.57831440546792
"gcc","lat","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",2048,2.7241512345679,2.71452504991623,2.75499357170806
"clang","tput","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",2048,5.02604805991886,4.93318943365197,5.02739883426996
"gcc","tput","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",2048,5.21882413284606,5.14005805515239,5.26208953309389
"gcc","lat","blocked","Exp 4: 16-key fusion vs 8-key fusion",2048,0.979181740064803,0.973748602083631,0.981881117607115
"gcc","tput","blocked","Exp 4: 16-key fusion vs 8-key fusion",2048,0.92314325313043,0.901145353466945,0.937830932237396
"clang","lat","shuffled","Exp 4: 16-key fusion vs 8-key fusion",2048,0.985811839270713,0.980976947172535,0.988930024681476
"gcc","lat","shuffled","Exp 4: 16-key fusion vs 8-key fusion",2048,0.964923497401108,0.953338943105944,0.975266724931154
"clang","tput","shuffled","Exp 4: 16-key fusion vs 8-key fusion",2048,0.867563504481185,0.864310694437941,0.87123060416723
"gcc","tput","shuffled","Exp 4: 16-key fusion vs 8-key fusion",2048,0.873409707890567,0.865434995885247,0.877781185474179
"gcc","lat","blocked","Exp 4: 16-key fusion vs best B-tree",2048,2.72587539662364,2.67122948197478,2.74749600475713
"gcc","tput","blocked","Exp 4: 16-key fusion vs best B-tree",2048,5.33881962651827,5.28062275814699,5.46027209701606
"clang","lat","shuffled","Exp 4: 16-key fusion vs best B-tree",2048,2.57590944852797,2.57209956503243,2.57831440546792
"gcc","lat","shuffled","Exp 4: 16-key fusion vs best B-tree",2048,2.7241512345679,2.71452504991623,2.75499357170806
"clang","tput","shuffled","Exp 4: 16-key fusion vs best B-tree",2048,5.02604805991886,4.93318943365197,5.02739883426996
"gcc","tput","shuffled","Exp 4: 16-key fusion vs best B-tree",2048,5.21882413284606,5.14005805515239,5.26208953309389
"gcc","lat","blocked","original fusion vs binary search",2048,3.18840083374174,3.1768953695768,3.25172455664583
"gcc","tput","blocked","original fusion vs binary search",2048,7.98096646175395,7.97999813066642,8.00692646095286
"clang","lat","shuffled","original fusion vs binary search",2048,1.49173752315338,1.48210311383359,1.50987156768963
"gcc","lat","shuffled","original fusion vs binary search",2048,3.28715973896173,3.2586162953695,3.2999387891807
"clang","tput","shuffled","original fusion vs binary search",2048,1.40017275924109,1.38960052463267,1.40972373203465
"gcc","tput","shuffled","original fusion vs binary search",2048,8.2571464042956,8.10603504826164,8.29094222997068
"gcc","lat","blocked","original fusion vs branch-free B-tree",2048,1.88635307680215,1.87950391421279,1.9342404408047
"gcc","tput","blocked","original fusion vs branch-free B-tree",2048,2.95897500995332,2.90314134642086,3.01217758737052
"clang","lat","shuffled","original fusion vs branch-free B-tree",2048,1.76676245800155,1.76569070735512,1.77613326118504
"gcc","lat","shuffled","original fusion vs branch-free B-tree",2048,1.90668072455983,1.90581710882476,1.9140232922763
"clang","tput","shuffled","original fusion vs branch-free B-tree",2048,2.74384045164213,2.72292151444037,2.82368281357103
"gcc","tput","shuffled","original fusion vs branch-free B-tree",2048,3.00253694934711,2.86569265682718,3.0298098660122
"gcc","lat","blocked","branch-free rank vs original rank",4096,1.10913173199922,1.10811184890586,1.11621290882657
"gcc","tput","blocked","branch-free rank vs original rank",4096,1.07176492711647,1.07169311198221,1.07768855893781
"clang","lat","shuffled","branch-free rank vs original rank",4096,1.04226186525058,1.04216401460643,1.050815885801
"gcc","lat","shuffled","branch-free rank vs original rank",4096,1.10527012848518,1.10513299522396,1.11119791576446
"clang","tput","shuffled","branch-free rank vs original rank",4096,1.00308990841195,1.00275018072364,1.0158663239621
"gcc","tput","shuffled","branch-free rank vs original rank",4096,1.05909259649627,1.05172664932608,1.06815811764706
"gcc","lat","blocked","compact 128-B node vs 184-B node",4096,0.963555460024093,0.961954347747033,0.984652986006997
"gcc","tput","blocked","compact 128-B node vs 184-B node",4096,1.01082047098533,0.997022882451297,1.01496436026954
"clang","lat","shuffled","compact 128-B node vs 184-B node",4096,0.957646633139034,0.95150291324128,0.958698673867597
"gcc","lat","shuffled","compact 128-B node vs 184-B node",4096,0.953347868548573,0.949470349038972,0.953378052905863
"clang","tput","shuffled","compact 128-B node vs 184-B node",4096,0.952153658231351,0.949888807564245,0.956204685031544
"gcc","tput","shuffled","compact 128-B node vs 184-B node",4096,0.9823263527283,0.973579176163485,0.986152303514439
"gcc","lat","blocked","equal footprint: compact fusion vs aligned B-tree",4096,2.31462193810905,2.30360374686688,2.35872025379438
"gcc","tput","blocked","equal footprint: compact fusion vs aligned B-tree",4096,4.47412169518194,4.4707199794498,4.50358628026176
"clang","lat","shuffled","equal footprint: compact fusion vs aligned B-tree",4096,2.0459911109903,2.03024925577498,2.04704784843191
"gcc","lat","shuffled","equal footprint: compact fusion vs aligned B-tree",4096,2.30304764845659,2.29746125227817,2.30538705977474
"clang","tput","shuffled","equal footprint: compact fusion vs aligned B-tree",4096,3.84051871231942,3.8095650398778,3.86638933934993
"gcc","tput","shuffled","equal footprint: compact fusion vs aligned B-tree",4096,4.38359232028767,4.34133161586252,4.39419709462112
"gcc","lat","blocked","Exp 4: 16-key fusion vs 16-key B-tree",4096,2.78563830548414,2.76697575357372,2.80701803767035
"gcc","tput","blocked","Exp 4: 16-key fusion vs 16-key B-tree",4096,5.87142751094945,5.80592378809372,5.90463779412481
"clang","lat","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",4096,2.62214802938741,2.61629575505749,2.6278546439057
"gcc","lat","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",4096,2.77722820970394,2.7686989636775,2.77874567707896
"clang","tput","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",4096,5.65617459969291,5.65010181324542,5.73025887782783
"gcc","tput","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",4096,5.74318138010794,5.73662145499384,5.76766096806912
"gcc","lat","blocked","Exp 4: 16-key fusion vs 8-key fusion",4096,0.936753003225791,0.929247876061969,0.94605495535806
"gcc","tput","blocked","Exp 4: 16-key fusion vs 8-key fusion",4096,0.858767710788454,0.849568738654551,0.873990027365256
"clang","lat","shuffled","Exp 4: 16-key fusion vs 8-key fusion",4096,0.94885634165811,0.946381516621634,0.950310479687126
"gcc","lat","shuffled","Exp 4: 16-key fusion vs 8-key fusion",4096,0.924848686543211,0.924334233856447,0.927789440594591
"clang","tput","shuffled","Exp 4: 16-key fusion vs 8-key fusion",4096,0.818132785275771,0.814016384009374,0.81820080634262
"gcc","tput","shuffled","Exp 4: 16-key fusion vs 8-key fusion",4096,0.836809246558711,0.831348835898502,0.840113558865046
"gcc","lat","blocked","Exp 4: 16-key fusion vs best B-tree",4096,2.78563830548414,2.76697575357372,2.80701803767035
"gcc","tput","blocked","Exp 4: 16-key fusion vs best B-tree",4096,5.87142751094945,5.80592378809372,5.90463779412481
"clang","lat","shuffled","Exp 4: 16-key fusion vs best B-tree",4096,2.62214802938741,2.61629575505749,2.6278546439057
"gcc","lat","shuffled","Exp 4: 16-key fusion vs best B-tree",4096,2.77722820970394,2.7686989636775,2.77874567707896
"clang","tput","shuffled","Exp 4: 16-key fusion vs best B-tree",4096,5.65617459969291,5.65010181324542,5.73025887782783
"gcc","tput","shuffled","Exp 4: 16-key fusion vs best B-tree",4096,5.74318138010794,5.73662145499384,5.76766096806912
"gcc","lat","blocked","original fusion vs binary search",4096,3.06659428552723,3.05479437391621,3.06773406917795
"gcc","tput","blocked","original fusion vs binary search",4096,7.11754190558695,7.07217187435732,7.12436429612118
"clang","lat","shuffled","original fusion vs binary search",4096,1.40977867846547,1.40367038889589,1.41183967911457
"gcc","lat","shuffled","original fusion vs binary search",4096,3.10630108319053,3.08463309982955,3.11061769348065
"clang","tput","shuffled","original fusion vs binary search",4096,1.30097196768846,1.2933733200757,1.30286917585745
"gcc","tput","shuffled","original fusion vs binary search",4096,7.36655718781349,7.26396390237232,7.39935892052294
"gcc","lat","blocked","original fusion vs branch-free B-tree",4096,1.96636650636027,1.96295366456765,1.97184694561286
"gcc","tput","blocked","original fusion vs branch-free B-tree",4096,3.63148860443772,3.62130987566782,3.66882615198146
"clang","lat","shuffled","original fusion vs branch-free B-tree",4096,1.86453900269241,1.85986824556942,1.8753890202913
"gcc","lat","shuffled","original fusion vs branch-free B-tree",4096,1.97348277840197,1.96995683256838,1.98878566643425
"clang","tput","shuffled","original fusion vs branch-free B-tree",4096,3.61247114045298,3.58185498198061,3.77355885628914
"gcc","tput","shuffled","original fusion vs branch-free B-tree",4096,3.68403799103829,3.62553743260766,3.70325613327169
"gcc","lat","blocked","branch-free rank vs original rank",8192,1.12825534079349,1.12351041981606,1.13249336870027
"gcc","tput","blocked","branch-free rank vs original rank",8192,1.14911754567391,1.13971908477897,1.15556949253277
"clang","lat","shuffled","branch-free rank vs original rank",8192,1.04125288563339,1.0367272638174,1.05462377084534
"gcc","lat","shuffled","branch-free rank vs original rank",8192,1.13262306070909,1.11376949668246,1.14312426230912
"clang","tput","shuffled","branch-free rank vs original rank",8192,1.04598680106179,1.03810009503459,1.05294318045798
"gcc","tput","shuffled","branch-free rank vs original rank",8192,1.13752671014633,1.12819709064332,1.14893749856241
"gcc","lat","blocked","compact 128-B node vs 184-B node",8192,0.974372257393413,0.953502919099249,0.977915319983157
