"compiler","mode","order","structure","n","median_ns","min_ns","max_ns","sessions"
"gcc","tput","blocked","sorted_array",8192,9.1232,8.9813,9.1248,3
"clang","lat","shuffled","sorted_array",8192,48.1522,47.8165,48.4344,3
"gcc","lat","shuffled","sorted_array",8192,23.0988,22.9416,23.2162,3
"clang","tput","shuffled","sorted_array",8192,49.1989,49.0707,49.2065,3
"gcc","tput","shuffled","sorted_array",8192,9.1934,9.0027,9.2148,3
"gcc","lat","blocked","btree16_bl_a64",16384,34.9136,34.1537,35.1196,3
"gcc","tput","blocked","btree16_bl_a64",16384,18.8263,18.6569,18.8782,3
"clang","lat","shuffled","btree16_bl_a64",16384,42.9276,40.3641,43.2053,3
"gcc","lat","shuffled","btree16_bl_a64",16384,39.3295,37.0361,40.3366,3
"clang","tput","shuffled","btree16_bl_a64",16384,22.7524,22.3022,22.9202,3
"gcc","tput","shuffled","btree16_bl_a64",16384,20.8313,20.0485,22.0139,3
"gcc","lat","blocked","btree8",16384,46.3974,45.697,46.434,3
"gcc","tput","blocked","btree8",16384,46.4294,46.077,46.8277,3
"clang","lat","shuffled","btree8",16384,50.4089,49.4659,51.1169,3
"gcc","lat","shuffled","btree8",16384,48.8586,47.5327,49.0646,3
"clang","tput","shuffled","btree8",16384,47.6242,47.2702,47.934,3
"gcc","tput","shuffled","btree8",16384,48.671,47.0963,48.9594,3
"gcc","lat","blocked","btree8_a64",16384,43.5455,43.4601,44.5175,3
"gcc","tput","blocked","btree8_a64",16384,43.7866,43.7668,44.8044,3
"clang","lat","shuffled","btree8_a64",16384,49.5895,48.7717,49.9359,3
"gcc","lat","shuffled","btree8_a64",16384,46.5469,44.9326,46.9574,3
"clang","tput","shuffled","btree8_a64",16384,45.7825,45.2423,46.1624,3
"gcc","tput","shuffled","btree8_a64",16384,45.9183,44.2291,46.5485,3
"gcc","lat","blocked","btree8_bl",16384,40.4495,39.8132,40.657,3
"gcc","tput","blocked","btree8_bl",16384,26.3153,26.1826,26.5472,3
"clang","lat","shuffled","btree8_bl",16384,48.4467,46.7987,48.9075,3
"gcc","lat","shuffled","btree8_bl",16384,43.8019,41.6534,43.8217,3
"clang","tput","shuffled","btree8_bl",16384,30.5557,30.5115,30.8716,3
"gcc","tput","shuffled","btree8_bl",16384,28.6087,27.2537,28.862,3
"gcc","lat","blocked","btree8_bl_a64",16384,38.382,37.5504,38.3896,3
"gcc","tput","blocked","btree8_bl_a64",16384,23.5092,23.4726,23.7076,3
"clang","lat","shuffled","btree8_bl_a64",16384,46.1746,44.8151,46.8521,3
"gcc","lat","shuffled","btree8_bl_a64",16384,42.8558,39.5218,43.045,3
"clang","tput","shuffled","btree8_bl_a64",16384,28.3417,28.2547,28.801,3
"gcc","tput","shuffled","btree8_bl_a64",16384,26.6251,25.0244,26.9821,3
"gcc","lat","blocked","fusion16_w",16384,83.255,81.7017,83.5983,3
"gcc","tput","blocked","fusion16_w",16384,72.3007,71.4874,73.1613,3
"clang","lat","shuffled","fusion16_w",16384,87.9501,85.6873,88.4979,3
"gcc","lat","shuffled","fusion16_w",16384,88.0447,84.0744,88.4338,3
"clang","tput","shuffled","fusion16_w",16384,75.7401,74.6719,76.1688,3
"gcc","tput","shuffled","fusion16_w",16384,75.3784,73.4314,77.6001,3
"gcc","lat","blocked","fusion8",16384,76.9424,75.1907,77.2003,3
"gcc","tput","blocked","fusion8",16384,71.5912,70.6161,71.8399,3
"clang","lat","shuffled","fusion8",16384,85.463,83.2397,86.4929,3
"gcc","lat","shuffled","fusion8",16384,81.4072,79.8187,83.4976,3
"clang","tput","shuffled","fusion8",16384,82.3853,81.4835,84.5673,3
"gcc","tput","shuffled","fusion8",16384,77.5665,74.9817,78.2898,3
"gcc","lat","blocked","fusion8_bf",16384,83.7906,82.3074,84.0866,3
"gcc","tput","blocked","fusion8_bf",16384,75.4883,74.3225,75.4944,3
"clang","lat","shuffled","fusion8_bf",16384,87.4832,85.582,87.5244,3
"gcc","lat","shuffled","fusion8_bf",16384,88.3499,85.3149,88.3606,3
"clang","tput","shuffled","fusion8_bf",16384,80.0262,79.7211,81.839,3
"gcc","tput","shuffled","fusion8_bf",16384,80.6137,75.4196,81.0745,3
"gcc","lat","blocked","fusion8_c",16384,81.9366,81.6711,82.1198,3
"gcc","tput","blocked","fusion8_c",16384,78.7292,74.44,79.5486,3
"clang","lat","shuffled","fusion8_c",16384,82.3395,81.0486,83.551,3
"gcc","lat","shuffled","fusion8_c",16384,85.643,83.2352,86.1008,3
"clang","tput","shuffled","fusion8_c",16384,76.8372,75.8942,77.2614,3
"gcc","tput","shuffled","fusion8_c",16384,78.1097,75.0473,79.303,3
"gcc","lat","blocked","sorted_array",16384,29.2542,28.7933,29.5059,3
"gcc","tput","blocked","sorted_array",16384,11.7783,11.7691,11.7798,3
"clang","lat","shuffled","sorted_array",16384,54.9591,54.9576,55.0735,3
"gcc","lat","shuffled","sorted_array",16384,29.5914,28.9963,29.7134,3
"clang","tput","shuffled","sorted_array",16384,55.9952,55.7999,56.1508,3
"gcc","tput","shuffled","sorted_array",16384,11.8408,11.6425,12.0392,3
"gcc","lat","blocked","btree16_bl_a64",32768,34.8297,33.9813,35.2676,3
"gcc","tput","blocked","btree16_bl_a64",32768,15.4953,15.4358,15.7288,3
"clang","lat","shuffled","btree16_bl_a64",32768,41.5039,40.9637,44.3893,3
"gcc","lat","shuffled","btree16_bl_a64",32768,39.5782,38.7558,43.0832,3
"clang","tput","shuffled","btree16_bl_a64",32768,19.2917,18.3975,19.429,3
"gcc","tput","shuffled","btree16_bl_a64",32768,18.1808,15.9332,18.7759,3
"gcc","lat","blocked","btree8",32768,47.0901,45.8923,47.1008,3
"gcc","tput","blocked","btree8",32768,46.8567,46.521,46.9955,3
"clang","lat","shuffled","btree8",32768,53.7903,53.54,54.2404,3
"gcc","lat","shuffled","btree8",32768,49.7467,48.8831,50.6195,3
"clang","tput","shuffled","btree8",32768,50.9644,50.8591,51.1078,3
"gcc","tput","shuffled","btree8",32768,48.8754,46.9772,48.9746,3
"gcc","lat","blocked","btree8_a64",32768,45.0882,43.9438,45.6467,3
"gcc","tput","blocked","btree8_a64",32768,44.9951,44.4946,45.0043,3
"clang","lat","shuffled","btree8_a64",32768,52.8641,52.0752,53.3234,3
"gcc","lat","shuffled","btree8_a64",32768,47.2931,46.756,49.2508,3
"clang","tput","shuffled","btree8_a64",32768,49.0555,48.4116,49.3698,3
"gcc","tput","shuffled","btree8_a64",32768,47.0032,45.3674,47.2794,3
"gcc","lat","blocked","btree8_bl",32768,40.4877,39.7339,40.6158,3
"gcc","tput","blocked","btree8_bl",32768,20.5643,20.5276,20.5978,3
"clang","lat","shuffled","btree8_bl",32768,47.2015,47.0871,49.8672,3
"gcc","lat","shuffled","btree8_bl",32768,43.5455,42.8818,46.0739,3
"clang","tput","shuffled","btree8_bl",32768,24.1608,24.1302,24.2615,3
"gcc","tput","shuffled","btree8_bl",32768,23.024,21.3959,23.0377,3
"gcc","lat","blocked","btree8_bl_a64",32768,38.4323,37.7457,39.8453,3
"gcc","tput","blocked","btree8_bl_a64",32768,18.6447,18.5104,18.6859,3
"clang","lat","shuffled","btree8_bl_a64",32768,46.5302,46.1517,48.7427,3
"gcc","lat","shuffled","btree8_bl_a64",32768,42.8085,41.9052,45.9412,3
"clang","tput","shuffled","btree8_bl_a64",32768,22.7005,22.2855,22.7646,3
"gcc","tput","shuffled","btree8_bl_a64",32768,21.6599,19.5282,21.7575,3
"gcc","lat","blocked","fusion16_w",32768,88.0142,86.3632,88.0692,3
"gcc","tput","blocked","fusion16_w",32768,75.4349,74.6918,75.8575,3
"clang","lat","shuffled","fusion16_w",32768,93.3945,91.8457,95.1859,3
"gcc","lat","shuffled","fusion16_w",32768,93.5226,91.7465,96.7453,3
"clang","tput","shuffled","fusion16_w",32768,79.6631,78.3798,80.069,3
"gcc","tput","shuffled","fusion16_w",32768,78.8162,75.1236,78.9047,3
"gcc","lat","blocked","fusion8",32768,79.8172,78.6591,80.072,3
"gcc","tput","blocked","fusion8",32768,73.9487,73.1232,74.6552,3
"clang","lat","shuffled","fusion8",32768,87.1002,85.6033,89.3204,3
"gcc","lat","shuffled","fusion8",32768,84.2758,83.5495,88.0402,3
"clang","tput","shuffled","fusion8",32768,85.0357,83.5205,85.35,3
"gcc","tput","shuffled","fusion8",32768,80.2292,75.4089,80.9311,3
"gcc","lat","blocked","fusion8_bf",32768,87.677,86.1725,87.8174,3
"gcc","tput","blocked","fusion8_bf",32768,78.479,77.858,78.6728,3
"clang","lat","shuffled","fusion8_bf",32768,89.8209,89.5081,91.9067,3
"gcc","lat","shuffled","fusion8_bf",32768,94.072,93.602,97.2946,3
"clang","tput","shuffled","fusion8_bf",32768,84.6573,84.1003,84.6603,3
"gcc","tput","shuffled","fusion8_bf",32768,84.2834,80.5084,84.3369,3
"gcc","lat","blocked","fusion8_c",32768,86.8271,85.3027,86.9827,3
"gcc","tput","blocked","fusion8_c",32768,77.6413,77.3193,80.6259,3
"clang","lat","shuffled","fusion8_c",32768,85.8795,85.611,88.0493,3
"gcc","lat","shuffled","fusion8_c",32768,89.1495,88.1744,92.218,3
"clang","tput","shuffled","fusion8_c",32768,80.3696,80.1041,80.6702,3
"gcc","tput","shuffled","fusion8_c",32768,81.8344,79.1641,82.1198,3
"gcc","lat","blocked","sorted_array",32768,36.6623,35.9085,36.7172,3
"gcc","tput","blocked","sorted_array",32768,15.1611,15.1138,15.3336,3
"clang","lat","shuffled","sorted_array",32768,62.5916,62.5061,62.6968,3
"gcc","lat","shuffled","sorted_array",32768,37.4252,37.384,37.8159,3
"clang","tput","shuffled","sorted_array",32768,63.9893,63.974,64.1922,3
"gcc","tput","shuffled","sorted_array",32768,15.9317,15.1398,15.9561,3
"gcc","lat","blocked","btree16_bl_a64",65536,34.52,33.8684,34.5291,3
"gcc","tput","blocked","btree16_bl_a64",65536,14.3143,14.0244,14.3402,3
"clang","lat","shuffled","btree16_bl_a64",65536,44.7113,43.2663,46.5546,3
"gcc","lat","shuffled","btree16_bl_a64",65536,39.2761,39.0991,39.8117,3
"clang","tput","shuffled","btree16_bl_a64",65536,17.3126,16.6519,17.627,3
"gcc","tput","shuffled","btree16_bl_a64",65536,17.3279,15.3641,18.0145,3
"gcc","lat","blocked","btree8",65536,52.533,51.2695,52.8488,3
"gcc","tput","blocked","btree8",65536,52.9907,52.533,53.4103,3
"clang","lat","shuffled","btree8",65536,62.0193,61.5158,63.1714,3
"gcc","lat","shuffled","btree8",65536,56.7978,56.2622,57.1457,3
"clang","tput","shuffled","btree8",65536,57.1671,56.4636,58.2199,3
"gcc","tput","shuffled","btree8",65536,56.0989,53.6804,56.8451,3
"gcc","lat","blocked","btree8_a64",65536,50.8301,50.5096,51.181,3
"gcc","tput","blocked","btree8_a64",65536,50.618,50.4425,50.7645,3
"clang","lat","shuffled","btree8_a64",65536,61.5509,59.343,64.1373,3
"gcc","lat","shuffled","btree8_a64",65536,56.4789,55.5298,56.6498,3
"clang","tput","shuffled","btree8_a64",65536,55.0964,54.6448,56.4636,3
"gcc","tput","shuffled","btree8_a64",65536,55.838,51.9714,55.9052,3
"gcc","lat","blocked","btree8_bl",65536,44.1238,43.219,44.1376,3
"gcc","tput","blocked","btree8_bl",65536,22.4472,22.3557,22.5052,3
"clang","lat","shuffled","btree8_bl",65536,58.6411,56.8451,62.2421,3
"gcc","lat","shuffled","btree8_bl",65536,50.8301,50.1663,53.1464,3
"clang","tput","shuffled","btree8_bl",65536,27.0355,26.3138,27.2324,3
"gcc","tput","shuffled","btree8_bl",65536,27.7359,26.0513,27.8168,3
"gcc","lat","blocked","btree8_bl_a64",65536,42.5522,41.9128,42.807,3
"gcc","tput","blocked","btree8_bl_a64",65536,21.0556,20.726,21.1716,3
"clang","lat","shuffled","btree8_bl_a64",65536,57.5592,54.1656,59.0958,3
"gcc","lat","shuffled","btree8_bl_a64",65536,49.9161,49.2676,52.6718,3
"clang","tput","shuffled","btree8_bl_a64",65536,25.9308,25.3845,26.4236,3
"gcc","tput","shuffled","btree8_bl_a64",65536,26.7136,23.6343,27.0813,3
"gcc","lat","blocked","fusion16_w",65536,89.2197,88.1119,89.3814,3
"gcc","tput","blocked","fusion16_w",65536,74.2981,73.1857,74.7269,3
"clang","lat","shuffled","fusion16_w",65536,97.3053,96.756,102.2537,3
"gcc","lat","shuffled","fusion16_w",65536,94.4107,93.0664,94.9448,3
"clang","tput","shuffled","fusion16_w",65536,77.9694,76.8616,79.3793,3
"gcc","tput","shuffled","fusion16_w",65536,79.8157,74.9451,79.8569,3
"gcc","lat","blocked","fusion8",65536,85.7605,83.9996,86.1206,3
"gcc","tput","blocked","fusion8",65536,78.6926,77.3117,79.0161,3
"clang","lat","shuffled","fusion8",65536,102.742,99.0631,104.9637,3
"gcc","lat","shuffled","fusion8",65536,95.1385,94.3054,96.3318,3
"clang","tput","shuffled","fusion8",65536,96.4096,91.5863,99.5224,3
"gcc","tput","shuffled","fusion8",65536,88.1805,82.8552,90.7227,3
"gcc","lat","blocked","fusion8_bf",65536,93.605,91.7664,93.6356,3
"gcc","tput","blocked","fusion8_bf",65536,85.4477,84.9533,85.9558,3
"clang","lat","shuffled","fusion8_bf",65536,104.2343,101.6525,111.9766,3
"gcc","lat","shuffled","fusion8_bf",65536,103.3081,102.1057,106.6162,3
"clang","tput","shuffled","fusion8_bf",65536,95.1981,93.8293,101.2695,3
"gcc","tput","shuffled","fusion8_bf",65536,95.4575,87.8479,97.2702,3
"gcc","lat","blocked","fusion8_c",65536,92.4438,90.6082,95.8939,3
"gcc","tput","blocked","fusion8_c",65536,86.8484,85.5499,92.8421,3
"clang","lat","shuffled","fusion8_c",65536,98.6389,97.7768,101.1673,3
"gcc","lat","shuffled","fusion8_c",65536,100.148,97.0306,100.3403,3
"clang","tput","shuffled","fusion8_c",65536,90.2878,88.7527,91.1301,3
"gcc","tput","shuffled","fusion8_c",65536,96.7743,90.9363,96.9513,3
"gcc","lat","blocked","sorted_array",65536,46.5546,45.2103,46.7728,3
"gcc","tput","blocked","sorted_array",65536,20.2042,20.1904,20.3522,3
"clang","lat","shuffled","sorted_array",65536,71.9604,71.3943,72.5159,3
"gcc","lat","shuffled","sorted_array",65536,48.3124,47.6486,48.4009,3
"clang","tput","shuffled","sorted_array",65536,73.1812,73.0591,73.1812,3
"gcc","tput","shuffled","sorted_array",65536,21.4127,20.5536,21.8079,3
"gcc","lat","blocked","btree16_bl_a64",131072,60.7803,60.0632,62.027,3
"gcc","tput","blocked","btree16_bl_a64",131072,39.0884,38.8107,55.3223,3
"clang","lat","shuffled","btree16_bl_a64",131072,110.3104,96.138,111.2015,3
"gcc","lat","shuffled","btree16_bl_a64",131072,91.4413,89.8682,92.5262,3
"clang","tput","shuffled","btree16_bl_a64",131072,58.1558,57.2708,64.0656,3
"gcc","tput","shuffled","btree16_bl_a64",131072,61.4334,57.9041,62.5656,3
"gcc","lat","blocked","btree8",131072,69.9799,69.8456,71.4844,3
"gcc","tput","blocked","btree8",131072,70.192,69.6014,70.8527,3
"clang","lat","shuffled","btree8",131072,99.7299,96.9025,103.0426,3
"gcc","lat","shuffled","btree8",131072,91.4047,89.4791,93.7912,3
"clang","tput","shuffled","btree8",131072,87.9669,83.2977,93.1107,3
"gcc","tput","shuffled","btree8",131072,86.2411,83.5953,88.9359,3
"gcc","lat","blocked","btree8_a64",131072,70.2621,70.1172,71.0724,3
"gcc","tput","blocked","btree8_a64",131072,68.8889,68.8202,78.0624,3
"clang","lat","shuffled","btree8_a64",131072,105.4016,98.8556,106.8542,3
"gcc","lat","shuffled","btree8_a64",131072,95.8633,92.9581,99.6338,3
"clang","tput","shuffled","btree8_a64",131072,90.0803,85.3882,96.0114,3
"gcc","tput","shuffled","btree8_a64",131072,90.834,86.3815,91.8442,3
"gcc","lat","blocked","btree8_bl",131072,62.8937,62.2787,63.8123,3
"gcc","tput","blocked","btree8_bl",131072,39.2517,38.8199,45.6192,3
"clang","lat","shuffled","btree8_bl",131072,105.8731,102.6047,106.134,3
"gcc","lat","shuffled","btree8_bl",131072,90.9622,90.1886,92.8619,3
"clang","tput","shuffled","btree8_bl",131072,55.8441,52.7435,56.958,3
"gcc","tput","shuffled","btree8_bl",131072,57.4707,53.0502,61.2213,3
"gcc","lat","blocked","btree8_bl_a64",131072,59.8953,59.3918,60.437,3
"gcc","tput","blocked","btree8_bl_a64",131072,35.9833,35.9665,49.942,3
"clang","lat","shuffled","btree8_bl_a64",131072,106.6437,98.172,108.8181,3
"gcc","lat","shuffled","btree8_bl_a64",131072,96.4874,94.7266,97.9446,3
"clang","tput","shuffled","btree8_bl_a64",131072,53.891,51.1093,55.4306,3
"gcc","tput","shuffled","btree8_bl_a64",131072,57.3013,54.1962,59.7824,3
"gcc","lat","blocked","fusion16_w",131072,122.5906,120.5215,125.7645,3
"gcc","tput","blocked","fusion16_w",131072,116.2094,107.9727,124.585,3
"clang","lat","shuffled","fusion16_w",131072,174.8169,164.4608,179.0359,3
"gcc","lat","shuffled","fusion16_w",131072,160.1974,155.0247,162.265,3
"clang","tput","shuffled","fusion16_w",131072,140.9897,135.6186,156.0028,3
"gcc","tput","shuffled","fusion16_w",131072,139.7858,134.3414,141.5436,3
"gcc","lat","blocked","fusion8",131072,120.0974,115.6799,120.9015,3
"gcc","tput","blocked","fusion8",131072,110.9726,109.0271,156.0867,3
"clang","lat","shuffled","fusion8",131072,182.9437,163.53,197.1466,3
"gcc","lat","shuffled","fusion8",131072,162.1582,155.0507,162.6709,3
"clang","tput","shuffled","fusion8",131072,158.4122,149.8749,170.5841,3
"gcc","tput","shuffled","fusion8",131072,147.9813,138.4155,150.3845,3
"gcc","lat","blocked","fusion8_bf",131072,124.9557,122.998,127.1408,3
"gcc","tput","blocked","fusion8_bf",131072,120.3033,111.9492,160.5072,3
"clang","lat","shuffled","fusion8_bf",131072,191.8945,165.9241,192.9947,3
"gcc","lat","shuffled","fusion8_bf",131072,164.5905,162.0117,169.0826,3
"clang","tput","shuffled","fusion8_bf",131072,153.595,149.8734,169.1635,3
"gcc","tput","shuffled","fusion8_bf",131072,158.0505,145.7108,158.6929,3
"gcc","lat","blocked","fusion8_c",131072,115.8829,114.5554,116.7526,3
"gcc","tput","blocked","fusion8_c",131072,110.5103,104.39,122.5555,3
"clang","lat","shuffled","fusion8_c",131072,159.0439,150.1602,165.5914,3
"gcc","lat","shuffled","fusion8_c",131072,157.077,151.5442,159.343,3
"clang","tput","shuffled","fusion8_c",131072,134.8602,131.3339,159.7382,3
"gcc","tput","shuffled","fusion8_c",131072,146.7682,136.2427,152.063,3
"gcc","lat","blocked","sorted_array",131072,57.0709,56.9534,58.2916,3
"gcc","tput","blocked","sorted_array",131072,26.4511,25.885,26.4908,3
"clang","lat","shuffled","sorted_array",131072,82.7225,82.6019,83.4671,3
"gcc","lat","shuffled","sorted_array",131072,62.0132,61.5616,62.0743,3
"clang","tput","shuffled","sorted_array",131072,83.9813,83.8867,84.6008,3
"gcc","tput","shuffled","sorted_array",131072,29.5013,27.9236,29.6539,3
"gcc","lat","blocked","btree16_bl_a64",262144,77.3926,76.9104,90.8524,3
"gcc","tput","blocked","btree16_bl_a64",262144,38.9175,37.8098,47.197,3
"clang","lat","shuffled","btree16_bl_a64",262144,173.7961,167.334,193.9514,3
"gcc","lat","shuffled","btree16_bl_a64",262144,142.5262,137.4573,154.3335,3
"clang","tput","shuffled","btree16_bl_a64",262144,64.8727,58.696,65.0726,3
"gcc","tput","shuffled","btree16_bl_a64",262144,67.1539,66.0065,68.3701,3
"gcc","lat","blocked","btree8",262144,73.8358,73.0072,73.9227,3
"gcc","tput","blocked","btree8",262144,74.0356,72.6181,74.379,3
"clang","lat","shuffled","btree8",262144,105.7892,105.571,120.0027,3
"gcc","lat","shuffled","btree8",262144,95.4361,92.7261,102.0386,3
"clang","tput","shuffled","btree8",262144,97.8592,89.4882,98.999,3
"gcc","tput","shuffled","btree8",262144,90.9134,88.2858,93.4235,3
"gcc","lat","blocked","btree8_a64",262144,72.3129,71.9101,74.2157,3
"gcc","tput","blocked","btree8_a64",262144,73.2864,71.936,73.674,3
"clang","lat","shuffled","btree8_a64",262144,114.4058,109.9396,128.1723,3
"gcc","lat","shuffled","btree8_a64",262144,98.1033,97.6791,102.2202,3
"clang","tput","shuffled","btree8_a64",262144,101.4999,89.5493,105.7465,3
"gcc","tput","shuffled","btree8_a64",262144,94.9585,90.9943,95.7001,3
"gcc","lat","blocked","btree8_bl",262144,65.9576,65.5212,67.1814,3
"gcc","tput","blocked","btree8_bl",262144,31.8817,31.868,32.6187,3
"clang","lat","shuffled","btree8_bl",262144,125.0259,121.4783,142.3401,3
"gcc","lat","shuffled","btree8_bl",262144,100.0214,98.5474,112.5458,3
"clang","tput","shuffled","btree8_bl",262144,48.1079,44.6014,48.5519,3
"gcc","tput","shuffled","btree8_bl",262144,49.9557,49.6613,51.9867,3
"gcc","lat","blocked","btree8_bl_a64",262144,62.1674,62.059,63.8687,3
"gcc","tput","blocked","btree8_bl_a64",262144,29.3259,29.2175,29.7287,3
"clang","lat","shuffled","btree8_bl_a64",262144,128.4607,123.6542,143.7958,3
"gcc","lat","shuffled","btree8_bl_a64",262144,111.2839,106.3248,121.8597,3
"clang","tput","shuffled","btree8_bl_a64",262144,48.7442,44.3451,48.8724,3
"gcc","tput","shuffled","btree8_bl_a64",262144,53.8986,50.6332,54.3655,3
"gcc","lat","blocked","fusion16_w",262144,141.7297,139.9368,155.6076,3
"gcc","tput","blocked","fusion16_w",262144,144.2932,133.2901,153.0426,3
"clang","lat","shuffled","fusion16_w",262144,230.5161,221.4905,267.1173,3
"gcc","lat","shuffled","fusion16_w",262144,193.5669,188.4918,209.6329,3
"clang","tput","shuffled","fusion16_w",262144,181.2378,159.0073,181.7825,3
"gcc","tput","shuffled","fusion16_w",262144,164.0274,159.2606,166.9449,3
"gcc","lat","blocked","fusion8",262144,123.5336,122.1054,127.6215,3
"gcc","tput","blocked","fusion8",262144,118.4891,116.2857,134.0759,3
"clang","lat","shuffled","fusion8",262144,211.1496,193.3136,238.0417,3
"gcc","lat","shuffled","fusion8",262144,171.434,164.8666,184.9075,3
"clang","tput","shuffled","fusion8",262144,193.9011,152.2079,199.2462,3
"gcc","tput","shuffled","fusion8",262144,153.7155,150.3799,161.3739,3
"gcc","lat","blocked","fusion8_bf",262144,133.4473,129.7745,135.8917,3
"gcc","tput","blocked","fusion8_bf",262144,123.4512,116.5283,130.8807,3
"clang","lat","shuffled","fusion8_bf",262144,208.6151,192.5415,236.1435,3
"gcc","lat","shuffled","fusion8_bf",262144,178.7491,171.1426,189.3631,3
"clang","tput","shuffled","fusion8_bf",262144,194.9127,159.108,196.4584,3
"gcc","tput","shuffled","fusion8_bf",262144,161.5311,150.3738,165.1459,3
"gcc","lat","blocked","fusion8_c",262144,123.2895,119.7632,127.0157,3
"gcc","tput","blocked","fusion8_c",262144,115.3259,109.5642,118.0389,3
"clang","lat","shuffled","fusion8_c",262144,182.7805,169.5007,200.2884,3
"gcc","lat","shuffled","fusion8_c",262144,157.5745,151.6403,173.0408,3
"clang","tput","shuffled","fusion8_c",262144,162.709,137.9318,168.7073,3
"gcc","tput","shuffled","fusion8_c",262144,149.8367,141.8152,151.0468,3
"gcc","lat","blocked","sorted_array",262144,66.7007,66.0416,67.4316,3
"gcc","tput","blocked","sorted_array",262144,31.839,31.221,31.9107,3
"clang","lat","shuffled","sorted_array",262144,93.4769,93.4647,95.1706,3
"gcc","lat","shuffled","sorted_array",262144,77.6535,75.0961,78.9398,3
"clang","tput","shuffled","sorted_array",262144,94.8761,93.4784,94.9768,3
"gcc","tput","shuffled","sorted_array",262144,36.9324,35.849,37.8662,3
"gcc","lat","blocked","btree16_bl_a64",524288,79.2542,79.0924,93.2724,3
"gcc","tput","blocked","btree16_bl_a64",524288,37.8021,33.8531,44.0186,3
"clang","lat","shuffled","btree16_bl_a64",524288,173.1903,163.2477,222.4792,3
"gcc","lat","shuffled","btree16_bl_a64",524288,153.157,153.0472,154.1672,3
"clang","tput","shuffled","btree16_bl_a64",524288,58.4198,55.1483,58.9279,3
"gcc","tput","shuffled","btree16_bl_a64",524288,63.6139,63.2629,64.1876,3
"gcc","lat","blocked","btree8",524288,74.0524,73.6267,74.0799,3
"gcc","tput","blocked","btree8",524288,74.9435,73.4497,76.1429,3
"clang","lat","shuffled","btree8",524288,107.1594,98.1033,127.4933,3
"gcc","lat","shuffled","btree8",524288,97.4838,95.6635,101.7197,3
"clang","tput","shuffled","btree8",524288,98.2056,90.8875,99.1714,3
"gcc","tput","shuffled","btree8",524288,91.185,89.4638,93.222,3
"gcc","lat","blocked","btree8_a64",524288,73.9136,73.0957,74.614,3
"gcc","tput","blocked","btree8_a64",524288,74.0646,72.1237,74.5682,3
"clang","lat","shuffled","btree8_a64",524288,111.1145,104.1687,128.6026,3
"gcc","lat","shuffled","btree8_a64",524288,101.889,99.118,101.9882,3
"clang","tput","shuffled","btree8_a64",524288,99.3378,91.9739,100.4608,3
"gcc","tput","shuffled","btree8_a64",524288,93.1427,93.1046,97.7524,3
"gcc","lat","blocked","btree8_bl",524288,67.0731,65.9302,67.9581,3
"gcc","tput","blocked","btree8_bl",524288,27.8259,27.7527,27.9617,3
"clang","lat","shuffled","btree8_bl",524288,123.6603,112.0834,147.2198,3
"gcc","lat","shuffled","btree8_bl",524288,106.0455,100.2518,113.5742,3
"clang","tput","shuffled","btree8_bl",524288,43.8904,39.1373,44.0445,3
"gcc","tput","shuffled","btree8_bl",524288,46.1426,44.5984,46.6248,3
"gcc","lat","blocked","btree8_bl_a64",524288,62.7762,61.5677,63.8199,3
"gcc","tput","blocked","btree8_bl_a64",524288,25.6683,25.4684,26.0574,3
"clang","lat","shuffled","btree8_bl_a64",524288,126.8433,116.0828,158.7082,3
"gcc","lat","shuffled","btree8_bl_a64",524288,112.6205,111.6608,122.2244,3
"clang","tput","shuffled","btree8_bl_a64",524288,42.9184,38.6551,45.1004,3
"gcc","tput","shuffled","btree8_bl_a64",524288,50.1923,47.8622,51.0483,3
"gcc","lat","blocked","fusion16_w",524288,162.0636,152.9205,173.2559,3
"gcc","tput","blocked","fusion16_w",524288,161.3541,137.4283,162.3276,3
"clang","lat","shuffled","fusion16_w",524288,239.4287,229.4464,284.5078,3
"gcc","lat","shuffled","fusion16_w",524288,218.1656,215.7364,222.11,3
"clang","tput","shuffled","fusion16_w",524288,179.9652,171.2509,188.4094,3
"gcc","tput","shuffled","fusion16_w",524288,167.5095,165.6418,169.4458,3
"gcc","lat","blocked","fusion8",524288,126.7395,122.5113,130.2597,3
"gcc","tput","blocked","fusion8",524288,121.0953,113.4735,135.9741,3
"clang","lat","shuffled","fusion8",524288,197.2427,177.3361,247.403,3
"gcc","lat","shuffled","fusion8",524288,169.2673,166.6794,180.011,3
"clang","tput","shuffled","fusion8",524288,180.0919,159.0424,199.4736,3
"gcc","tput","shuffled","fusion8",524288,150.7401,149.4476,155.9006,3
"gcc","lat","blocked","fusion8_bf",524288,134.9396,132.9773,141.2354,3
"gcc","tput","blocked","fusion8_bf",524288,129.2221,116.1926,139.6744,3
"clang","lat","shuffled","fusion8_bf",524288,205.957,182.4646,273.3475,3
"gcc","lat","shuffled","fusion8_bf",524288,179.8843,176.2802,183.7418,3
"clang","tput","shuffled","fusion8_bf",524288,176.9836,153.7918,190.1566,3
"gcc","tput","shuffled","fusion8_bf",524288,153.4576,153.3539,157.7606,3
"gcc","lat","blocked","fusion8_c",524288,122.4045,122.3114,126.4526,3
"gcc","tput","blocked","fusion8_c",524288,112.2528,107.6202,115.9882,3
"clang","lat","shuffled","fusion8_c",524288,175.5585,159.903,209.4849,3
