"compiler","mode","order","comparison","n","ratio","lo","hi"
"gcc","lat","blocked","branch-free rank vs original rank",512,1.11783445947658,1.10270539155229,1.1258744294978
"gcc","tput","blocked","branch-free rank vs original rank",512,1.10938068812431,1.10007785405903,1.1205697618971
"clang","lat","shuffled","branch-free rank vs original rank",512,1.07332163859361,1.05694822757154,1.07989033670284
"gcc","lat","shuffled","branch-free rank vs original rank",512,1.11259135905264,1.10164353607586,1.11961761168993
"clang","tput","shuffled","branch-free rank vs original rank",512,1.04597069547493,1.0343593703338,1.06779537189367
"gcc","tput","shuffled","branch-free rank vs original rank",512,1.08875431195326,1.08180887808622,1.10329540374104
"gcc","lat","blocked","compact 128-B node vs 184-B node",512,0.986507351690832,0.985204183660657,0.988750663527106
"gcc","tput","blocked","compact 128-B node vs 184-B node",512,0.969648716464003,0.968609104508395,1.00537307380373
"clang","lat","shuffled","compact 128-B node vs 184-B node",512,0.967338774275085,0.965505230447007,0.969042065343298
"gcc","lat","shuffled","compact 128-B node vs 184-B node",512,0.981411895847286,0.979586902459243,0.986434283444952
"clang","tput","shuffled","compact 128-B node vs 184-B node",512,0.961603859886525,0.95749362742548,0.963945405704762
"gcc","tput","shuffled","compact 128-B node vs 184-B node",512,0.979576844345332,0.975090066637538,0.98384244502615
"gcc","lat","blocked","equal footprint: compact fusion vs aligned B-tree",512,1.81231412600695,1.76253707563221,1.81607466511114
"gcc","tput","blocked","equal footprint: compact fusion vs aligned B-tree",512,2.51058661126938,2.45470092430474,2.64110453095981
"clang","lat","shuffled","equal footprint: compact fusion vs aligned B-tree",512,1.58438259614649,1.54299508471678,1.590459253527
"gcc","lat","shuffled","equal footprint: compact fusion vs aligned B-tree",512,1.8122440002158,1.75865447419987,1.81328886842618
"clang","tput","shuffled","equal footprint: compact fusion vs aligned B-tree",512,3.24109804323503,3.06660224423322,3.28945997262331
"gcc","tput","shuffled","equal footprint: compact fusion vs aligned B-tree",512,2.55572318073347,2.46516138155812,2.55792441495317
"gcc","lat","blocked","Exp 4: 16-key fusion vs 16-key B-tree",512,1.99464721319815,1.99271993480539,2.02373649285299
"gcc","tput","blocked","Exp 4: 16-key fusion vs 16-key B-tree",512,1.85996599444719,1.85902811982765,1.88061619687733
"clang","lat","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",512,1.66294338279401,1.6587164882199,1.69671605144946
"gcc","lat","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",512,1.99012993214569,1.98545891141942,2.00946045765705
"clang","tput","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",512,1.9180433190826,1.91056003173037,1.92725814185077
"gcc","tput","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",512,1.878617155281,1.85276352007945,1.88281835488289
"gcc","lat","blocked","Exp 4: 16-key fusion vs 8-key fusion",512,1.16486777095725,1.14436974980445,1.20355350723398
"gcc","tput","blocked","Exp 4: 16-key fusion vs 8-key fusion",512,1.13078234444877,1.11768739061766,1.15834030324476
"clang","lat","shuffled","Exp 4: 16-key fusion vs 8-key fusion",512,1.12263256732943,1.10279793356863,1.1575349170755
"gcc","lat","shuffled","Exp 4: 16-key fusion vs 8-key fusion",512,1.16609428308392,1.14327290869782,1.19946808510638
"clang","tput","shuffled","Exp 4: 16-key fusion vs 8-key fusion",512,1.05931483973311,1.05074091518423,1.07751391562191
"gcc","tput","shuffled","Exp 4: 16-key fusion vs 8-key fusion",512,1.14285228767055,1.13936847392973,1.16317195487065
"gcc","lat","blocked","Exp 4: 16-key fusion vs best B-tree",512,2.25541559057608,2.23319012623168,2.28301171073815
"gcc","tput","blocked","Exp 4: 16-key fusion vs best B-tree",512,2.9323805258086,2.93093158119109,2.93615306444265
"clang","lat","shuffled","Exp 4: 16-key fusion vs best B-tree",512,2.16968401678822,2.1455549381246,2.17109465737515
"gcc","lat","shuffled","Exp 4: 16-key fusion vs best B-tree",512,2.23699019124051,2.18989668532071,2.2628956445433
"clang","tput","shuffled","Exp 4: 16-key fusion vs best B-tree",512,3.57043414388329,3.45099590973084,3.58564931337484
"gcc","tput","shuffled","Exp 4: 16-key fusion vs best B-tree",512,2.98427814641872,2.91449774072553,2.98629892750363
"gcc","lat","blocked","original fusion vs binary search",512,2.72342245840521,2.71384831636594,2.74705321274655
"gcc","tput","blocked","original fusion vs binary search",512,6.80090326688154,6.70786516853933,6.86598252387726
"clang","lat","shuffled","original fusion vs binary search",512,1.43038379861157,1.39854840685441,1.4353711700029
"gcc","lat","shuffled","original fusion vs binary search",512,2.75703837849133,2.73820389394792,2.78208454780074
"clang","tput","shuffled","original fusion vs binary search",512,1.23186371275375,1.23119155414747,1.23580790381892
"gcc","tput","shuffled","original fusion vs binary search",512,6.89556068260472,6.82030537378544,6.96974329448669
"gcc","lat","blocked","original fusion vs branch-free B-tree",512,1.4669566553144,1.46026022652813,1.48157799873832
"gcc","tput","blocked","original fusion vs branch-free B-tree",512,2.20708691413186,2.17574252661161,2.23802742266676
"clang","lat","shuffled","original fusion vs branch-free B-tree",512,1.44289047521643,1.43596866761341,1.45176114046738
"gcc","lat","shuffled","original fusion vs branch-free B-tree",512,1.47744425449958,1.4684817916319,1.49549034125328
"clang","tput","shuffled","original fusion vs branch-free B-tree",512,2.9783694916347,2.93978676621795,3.09761619278402
"gcc","tput","shuffled","original fusion vs branch-free B-tree",512,2.22515676445859,2.19739977639355,2.26558375765555
"gcc","lat","blocked","branch-free rank vs original rank",1024,1.13607301833801,1.13431926287842,1.14618580637935
"gcc","tput","blocked","branch-free rank vs original rank",1024,1.1450057650822,1.13551956022719,1.18068218235188
"clang","lat","shuffled","branch-free rank vs original rank",1024,1.09248376058696,1.08243409165777,1.09661708460788
"gcc","lat","shuffled","branch-free rank vs original rank",1024,1.09970341389537,1.09929337996877,1.12582559656177
"clang","tput","shuffled","branch-free rank vs original rank",1024,1.10569397039607,1.1044502101446,1.114185184363
"gcc","tput","shuffled","branch-free rank vs original rank",1024,1.16562993536294,1.15447850697753,1.17844369858868
"gcc","lat","blocked","compact 128-B node vs 184-B node",1024,0.984503938084092,0.984112608804529,0.986723668138683
"gcc","tput","blocked","compact 128-B node vs 184-B node",1024,0.978813585200657,0.934273233114946,1.150093187752
"clang","lat","shuffled","compact 128-B node vs 184-B node",1024,0.956884769677687,0.949269446712094,0.959929044731853
"gcc","lat","shuffled","compact 128-B node vs 184-B node",1024,0.967123688307169,0.961008574281577,0.970535791825188
"clang","tput","shuffled","compact 128-B node vs 184-B node",1024,0.955738248645339,0.953852008439811,0.957601796004838
