"candidate","mode","keys","n","sessions","candidate_ns","best_splus_ns","ratio_median","ratio_min","ratio_max","beats_splus"
"spline32","tput","fb",524288,3,26.5762,27.6337,0.961731508990834,0.9176036977543,1.09806094182825,FALSE
"spline32","tput","fb",1048576,3,40.9256,44.8196,0.91311836785692,0.827569558311428,0.933072280891266,TRUE
"spline32","tput","fb",2097152,3,63.063,54.689,1.17171134154502,1.15312037155552,1.18020101714979,FALSE
"spline32","tput","fb",4194304,3,87.9837,66.3605,1.32584444059343,1.28694625233784,1.37667426480471,FALSE
"spline32","tput","fb",8388608,3,111.0641,79.7928,1.41052645290712,1.39190628728407,1.4130649855557,FALSE
"spline32","tput","fb",16777216,3,154.4357,94.9356,1.62920375418279,1.6267417070098,1.66781807893767,FALSE
"spline32","tput","fb",33554432,3,198.6023,107.5638,1.8463674581969,1.8053719308956,1.89721377155988,FALSE
"spline32","tput","osm",256,3,11.2991,2.8519,3.98337950138504,3.96195518776956,4.00217857142857,FALSE
"spline32","tput","osm",512,3,11.4288,2.8976,3.94422970734401,3.943117458754,3.94633489784649,FALSE
"spline32","tput","osm",1024,3,11.4532,4.4342,2.5770511377988,2.57687117668226,2.58292363898787,FALSE
"spline32","tput","osm",2048,3,13.9389,4.4418,3.13730342639879,3.13554769993573,3.13811968121032,FALSE
"spline32","tput","osm",4096,3,13.9465,4.4281,3.12582647869646,3.11570078560856,3.15333890381879,FALSE
"spline32","tput","osm",8192,3,14.1464,5.835,2.40791373162884,2.40679177229188,2.43120822622108,FALSE
"spline32","tput","osm",16384,3,14.5325,5.9799,2.41900329584789,2.39329738058552,2.43022458569541,FALSE
"spline32","tput","osm",32768,3,17.9901,6.2424,2.92417941717986,2.41602588747917,2.94306934742422,FALSE
"spline32","tput","osm",65536,3,19.3726,8.0078,2.41940358150803,2.41737481126543,2.42969571124612,FALSE
"spline32","tput","osm",131072,3,21.2402,9.6848,2.19314802577234,2.03870694920829,2.25919264807484,FALSE
"spline32","tput","osm",262144,3,23.5428,14.1068,1.66889726940199,1.41076344724271,2.12128089951662,FALSE
"spline32","tput","osm",524288,3,28.0411,24.5499,1.14220831856749,1.05091375371751,1.4135893648449,FALSE
"spline32","tput","osm",1048576,3,44.3359,43.663,1.00244869719361,0.976307340468568,1.08121750681355,FALSE
"spline32","tput","osm",2097152,3,65.77,54.4632,1.21127293291617,1.18875808721647,1.22323192120132,FALSE
"spline32","tput","osm",4194304,3,85.1898,66.0583,1.30894514244758,1.28920060007599,1.31003992101912,FALSE
"spline32","tput","osm",8388608,3,106.6803,78.511,1.31976617928469,1.29768333309773,1.35879430907771,FALSE
"spline32","tput","osm",16777216,3,150.9064,96.3654,1.56598115091101,1.51965994195969,1.59011468115955,FALSE
"spline32","tput","osm",33554432,3,187.207,108.8318,1.72646829623686,1.71406519050498,1.72867947404652,FALSE
"spline32","tput","wiki",256,3,11.1954,2.8168,3.95533192090395,3.91986359761296,3.97451008236296,FALSE
"spline32","tput","wiki",512,3,11.2671,2.8458,3.95224541429475,3.92789630968101,3.96561312121639,FALSE
"spline32","tput","wiki",1024,3,11.2564,4.2923,2.61854949560841,2.58476658476658,2.6636746011232,FALSE
"spline32","tput","wiki",2048,3,11.235,4.3594,2.58735147038583,2.55912405422086,2.59349030470914,FALSE
"spline32","tput","wiki",4096,3,11.2717,4.4098,2.56931637163178,2.55224726744977,2.57839235062677,FALSE
"spline32","tput","wiki",8192,3,11.586,5.7907,1.99288514341962,1.97821632515956,2.01086484891612,FALSE
"spline32","tput","wiki",16384,3,14.3036,5.9464,2.43719106868928,2.40542176779228,2.44518339042527,FALSE
"spline32","tput","wiki",32768,3,14.74,6.0898,2.41026230639095,2.40030245144858,2.42044073697002,FALSE
"spline32","tput","wiki",65536,3,15.6036,7.8522,1.97501147685398,1.95782073813708,1.99414674045011,FALSE
"spline32","tput","wiki",131072,3,16.8793,9.3338,1.78110737320277,1.72555311430177,1.84398658465975,FALSE
"spline32","tput","wiki",262144,3,21.5393,10.9833,1.94136552766473,1.41857699793536,1.9828679794158,FALSE
"spline32","tput","wiki",524288,3,26.5091,24.4034,1.08628715670767,1.0237019378375,1.29095946310873,FALSE
"spline32","tput","wiki",1048576,3,36.9858,43.1061,0.849061541569484,0.813759355881523,0.910618218767182,TRUE
"spline32","tput","wiki",2097152,3,49.881,53.5538,0.931418498780665,0.918420901659822,0.938060344827586,TRUE
"spline32","tput","wiki",4194304,3,79.1779,65.4205,1.21029188098532,1.16742572741194,1.2160310475492,FALSE
"spline32","tput","wiki",8388608,3,89.743,79.4525,1.14563166671911,1.12354022274749,1.15726198181278,FALSE
"spline32","tput","wiki",16777216,3,104.985,91.507,1.14647091006657,1.13124897548821,1.15705202738968,FALSE
"spline32","tput","wiki",33554432,3,130.1956,106.1081,1.20408371028274,1.19484673989744,1.22700905962881,FALSE
