"candidate","mode","keys","n","sessions","candidate_ns","best_splus_ns","ratio_median","ratio_min","ratio_max","beats_splus"
"spline32","lat","fb",8192,3,24.9069,23.7579,1.04795704987146,1.04687078875204,1.05241203978466,FALSE
"spline32","lat","fb",16384,3,30.6076,24.0112,1.28575269268899,1.06630354048032,1.29937695741987,FALSE
"spline32","lat","fb",32768,3,31.9199,25.4135,1.25679486769781,1.25602140594566,1.25882721979336,FALSE
"spline32","lat","fb",65536,3,33.0292,27.2629,1.21150721309912,1.20629725642687,1.21631814661414,FALSE
"spline32","lat","fb",131072,3,36.8973,39.5798,0.932225529184079,0.915769511591554,0.986571834501959,TRUE
"spline32","lat","fb",262144,3,45.7932,52.9449,0.880577615451603,0.864921833831021,1.07817031338986,FALSE
"spline32","lat","fb",524288,3,54.3289,58.8287,0.914604475850675,0.776020872898762,0.923510123460148,TRUE
"spline32","lat","fb",1048576,3,80.6183,103.6667,0.777668238691885,0.683835864805984,0.786995201619876,TRUE
"spline32","lat","fb",2097152,3,121.1304,148.999,0.820600809401405,0.790291832220939,0.82510193228151,TRUE
"spline32","lat","fb",4194304,3,173.5794,187.1643,0.94049778610022,0.916492621723267,0.953115177060787,TRUE
"spline32","lat","fb",8388608,3,229.2572,222.821,1.02888506918109,1.02657808513599,1.03939077091889,FALSE
"spline32","lat","fb",16777216,3,304.2526,263.4644,1.1551831495434,1.1296968394971,1.18009227538132,FALSE
"spline32","lat","fb",33554432,3,406.9595,320.0912,1.27138609246365,1.20630682018464,1.27785387417595,FALSE
"spline32","lat","osm",256,3,23.8678,12.6678,1.88413141982033,1.88375452973639,1.89087881036197,FALSE
"spline32","lat","osm",512,3,23.9334,15.8279,1.51210204765004,1.50728179866111,1.51436839710863,FALSE
"spline32","lat","osm",1024,3,23.999,17.8284,1.34568441363218,1.34378289400013,1.34691907485253,FALSE
"spline32","lat","osm",2048,3,29.3457,17.8391,1.64502132955138,1.6449060224643,1.64628603135281,FALSE
"spline32","lat","osm",4096,3,29.3808,17.9184,1.63995669256184,1.63733330361173,1.64485117914492,FALSE
"spline32","lat","osm",8192,3,30.275,23.819,1.27104412443847,1.27067413893558,1.27431296537152,FALSE
"spline32","lat","osm",16384,3,31.2103,24.2371,1.2882764257174,1.28418416394701,1.28896415606677,FALSE
"spline32","lat","osm",32768,3,37.4512,25.5264,1.46601994893511,1.25895151686098,1.46750625972265,FALSE
"spline32","lat","osm",65536,3,38.9862,27.4704,1.41859601607548,1.40567499446638,1.42618003299666,FALSE
"spline32","lat","osm",131072,3,42.1158,36.8652,1.13431750794355,1.02673538862313,1.14242700432929,FALSE
"spline32","lat","osm",262144,3,47.4503,46.257,1.02579717664353,0.879313243651256,1.02995988410965,FALSE
"spline32","lat","osm",524288,3,59.0027,69.754,0.831737248043123,0.764752158982768,0.846961127698668,TRUE
"spline32","lat","osm",1048576,3,87.851,109.2377,0.804218690067623,0.793790380473798,0.812449850480578,TRUE
"spline32","lat","osm",2097152,3,125.2228,150.354,0.838178127579619,0.832853133272144,0.901802957160945,TRUE
"spline32","lat","osm",4194304,3,178.5202,186.2656,0.958417442619571,0.945266532565616,0.978178444617873,TRUE
"spline32","lat","osm",8388608,3,227.7435,222.644,0.992437095146936,0.977632322390893,1.02290427768096,FALSE
"spline32","lat","osm",16777216,3,282.7835,264.8483,1.06776795157458,1.06166360138993,1.08110980436734,FALSE
"spline32","lat","osm",33554432,3,373.0835,316.4246,1.1737798472142,1.11841999642253,1.18131576722586,FALSE
"spline32","lat","wiki",256,3,23.5428,12.4039,1.89801594659744,1.88643337057259,1.90152653259026,FALSE
"spline32","lat","wiki",512,3,23.558,15.5319,1.51567419311224,1.50662345426513,1.52198210420906,FALSE
"spline32","lat","wiki",1024,3,23.6099,17.5735,1.33984692861411,1.33844659001435,1.35146939289517,FALSE
"spline32","lat","wiki",2048,3,23.5733,17.5323,1.34589021918084,1.3445640332415,1.34659682270996,FALSE
"spline32","lat","wiki",4096,3,23.5306,17.5873,1.33894683089015,1.33793134818875,1.34020119394823,FALSE
"spline32","lat","wiki",8192,3,24.5316,23.4024,1.04825146138858,1.04703377693797,1.05170821015856,FALSE
"spline32","lat","wiki",16384,3,30.6473,23.8327,1.28618311992983,1.28407608034339,1.28830326607563,FALSE
"spline32","lat","wiki",32768,3,31.4789,25.0946,1.25669143496325,1.25440931515147,1.25721175524928,FALSE
"spline32","lat","wiki",65536,3,32.5745,26.8509,1.2189823633091,1.21122941875319,1.22010758644819,FALSE
"spline32","lat","wiki",131072,3,34.2957,34.8495,0.978415759193102,0.955349413454012,0.999379316373809,TRUE
"spline32","lat","wiki",262144,3,41.8671,40.184,1.0290488751742,0.885763399353122,1.07435834269966,FALSE
"spline32","lat","wiki",524288,3,52.8519,53.9795,0.977272853583305,0.813724526813562,1.07116017575718,FALSE
"spline32","lat","wiki",1048576,3,78.2272,103.949,0.730092746308963,0.708099952943916,0.752553656119828,TRUE
"spline32","lat","wiki",2097152,3,114.5096,148.3582,0.766950094349154,0.740360565805942,0.771845438944393,TRUE
"spline32","lat","wiki",4194304,3,160.0281,187.2604,0.854575233204671,0.823597381266487,0.857083461017482,TRUE
"spline32","lat","wiki",8388608,3,189.1846,224.0967,0.860568052799842,0.844209664845578,0.86059917135779,TRUE
"spline32","lat","wiki",16777216,3,216.6016,262.0316,0.831071564095058,0.825086363629425,0.835938326138297,TRUE
"spline32","lat","wiki",33554432,3,263.4064,324.6338,0.823174296699851,0.794486386381254,0.835535084356322,TRUE
"spline32","tput","books",256,3,11.3525,2.8488,3.98501123279977,3.97995799366345,3.99673901609453,FALSE
"spline32","tput","books",512,3,11.2534,2.8961,3.88570836642381,3.88174488319206,3.9436451261125,FALSE
"spline32","tput","books",1024,3,11.2686,4.3076,2.60641656606927,2.57698804134856,2.64031490897163,FALSE
"spline32","tput","books",2048,3,11.3586,4.361,2.59281409788167,2.58289383168998,2.67830598793998,FALSE
"spline32","tput","books",4096,3,11.409,4.4022,2.5703484328375,2.56991380489807,2.5916587160965,FALSE
"spline32","tput","books",8192,3,11.6928,5.8182,1.99655441087352,1.9924682627588,2.0212264961672,FALSE
"spline32","tput","books",16384,3,14.3875,5.986,2.40688714738693,2.4035248914133,2.43101598814936,FALSE
"spline32","tput","books",32768,3,15.0146,6.2164,2.40460913971455,2.39806640779777,2.41532076442957,FALSE
"spline32","tput","books",65536,3,15.6998,7.9712,1.96956543556804,1.9170243204578,1.98616999540277,FALSE
"spline32","tput","books",131072,3,17.2913,9.8541,1.75473153306745,1.26015337902552,1.81157401822628,FALSE
"spline32","tput","books",262144,3,19.0079,12.6007,1.5084796876364,1.2382495532941,1.60319836496141,FALSE
"spline32","tput","books",524288,3,27.0599,27.4841,0.998890267463734,0.857460184674665,1.17914587054443,FALSE
"spline32","tput","books",1048576,3,37.4359,43.7485,0.875306589601322,0.828154108140851,0.899869879301835,TRUE
"spline32","tput","books",2097152,3,55.8655,55.2841,1.00726421180912,0.991952939254635,1.0608041009983,FALSE
"spline32","tput","books",4194304,3,67.5461,65.7349,1.02755309584406,1.0202456438926,1.05153871153963,FALSE
"spline32","tput","books",8388608,3,90.5701,78.8086,1.1424051866466,1.13276342937192,1.18182648556743,FALSE
"spline32","tput","books",16777216,3,107.666,90.6464,1.17873517315635,1.17636687751956,1.19054385338306,FALSE
"spline32","tput","books",33554432,3,142.2607,107.5943,1.32219550663929,1.3165351301867,1.33923132637522,FALSE
"spline32","tput","fb",256,3,11.2228,2.8214,3.9727836351536,3.94657142857143,3.97774154674984,FALSE
"spline32","tput","fb",512,3,11.2305,2.8702,3.94245674740484,3.91279353355167,3.94896522596086,FALSE
"spline32","tput","fb",1024,3,11.2366,4.3549,2.61870388560203,2.58021998208914,2.63639999059067,FALSE
"spline32","tput","fb",2048,3,11.2473,4.3594,2.57810074467367,2.5775565444786,2.58451675168896,FALSE
"spline32","tput","fb",4096,3,11.4319,4.4708,2.55804330321195,2.55701440458084,2.56469328228967,FALSE
"spline32","tput","fb",8192,3,11.7233,5.8502,2.00261324041812,1.99655987212454,2.00391439608902,FALSE
"spline32","tput","fb",16384,3,14.2502,5.9647,2.42635064957178,2.06649118983352,2.43992374454422,FALSE
"spline32","tput","fb",32768,3,14.9551,6.2286,2.40896515328397,2.40103715120573,2.4207425157563,FALSE
"spline32","tput","fb",65536,3,15.7913,8.0017,1.97272886268239,1.97156646195881,1.97598010422785,FALSE
"spline32","tput","fb",131072,3,16.9754,9.3414,1.81518858086382,1.54612478031634,1.81722225790567,FALSE
"spline32","tput","fb",262144,3,22.5708,14.0518,1.60625684965627,1.33795004538273,1.91961610361267,FALSE
