"compiler","mode","order","comparison","n","ratio","lo","hi"
"gcc","tput","blocked","compact 128-B node vs 184-B node",4096,1.01123137588944,0.997487441685545,1.01182029616981
"clang","lat","shuffled","compact 128-B node vs 184-B node",4096,0.952730244309007,0.952695167878467,0.961593165299769
"gcc","lat","shuffled","compact 128-B node vs 184-B node",4096,0.952607190396141,0.950662739322533,0.957327141463172
"clang","tput","shuffled","compact 128-B node vs 184-B node",4096,0.951127576973125,0.943298181262418,0.959118909837596
"gcc","tput","shuffled","compact 128-B node vs 184-B node",4096,0.987142590761804,0.975224409469892,0.994776934191893
"gcc","lat","blocked","equal footprint: compact fusion vs aligned B-tree",4096,2.32177653519413,2.32082725192702,2.32442618112471
"gcc","tput","blocked","equal footprint: compact fusion vs aligned B-tree",4096,4.52057249492367,4.47505342824546,4.55117199441475
"clang","lat","shuffled","equal footprint: compact fusion vs aligned B-tree",4096,2.03351434799019,2.03017163630309,2.04692119022591
"gcc","lat","shuffled","equal footprint: compact fusion vs aligned B-tree",4096,2.30889035306948,2.29309921508751,2.31636441686373
"clang","tput","shuffled","equal footprint: compact fusion vs aligned B-tree",4096,3.86511224868746,3.81870583324938,3.88614360629286
"gcc","tput","shuffled","equal footprint: compact fusion vs aligned B-tree",4096,4.39537087804496,4.36681100600793,4.45025751799402
"gcc","lat","blocked","Exp 4: 16-key fusion vs 16-key B-tree",4096,2.80193227643383,2.78935334663089,2.80343024311896
"gcc","tput","blocked","Exp 4: 16-key fusion vs 16-key B-tree",4096,5.86114097147571,5.81346583789893,5.88232235701907
"clang","lat","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",4096,2.61700234749021,2.58515389843674,2.62709182687337
"gcc","lat","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",4096,2.78356714368994,2.77419554249466,2.7854625468514
"clang","tput","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",4096,5.65853356145702,5.63043289452461,5.69770873980689
"gcc","tput","shuffled","Exp 4: 16-key fusion vs 16-key B-tree",4096,5.75754677652713,5.73191960169648,5.80057740096477
"gcc","lat","blocked","Exp 4: 16-key fusion vs 8-key fusion",4096,0.936598567344448,0.935542423624935,0.944860374707788
"gcc","tput","blocked","Exp 4: 16-key fusion vs 8-key fusion",4096,0.860808409396318,0.850963923387566,0.87079187152236
"clang","lat","shuffled","Exp 4: 16-key fusion vs 8-key fusion",4096,0.946595275570481,0.936062120853762,0.951413306766682
"gcc","lat","shuffled","Exp 4: 16-key fusion vs 8-key fusion",4096,0.92787481272485,0.925026090651735,0.929876136658974
"clang","tput","shuffled","Exp 4: 16-key fusion vs 8-key fusion",4096,0.809916708890015,0.806464568916186,0.818046250192679
"gcc","tput","shuffled","Exp 4: 16-key fusion vs 8-key fusion",4096,0.837820333255423,0.837659596176376,0.840055996166028
"gcc","lat","blocked","Exp 4: 16-key fusion vs best B-tree",4096,2.80193227643383,2.78935334663089,2.80343024311896
"gcc","tput","blocked","Exp 4: 16-key fusion vs best B-tree",4096,5.86114097147571,5.81346583789893,5.88232235701907
"clang","lat","shuffled","Exp 4: 16-key fusion vs best B-tree",4096,2.61700234749021,2.58515389843674,2.62709182687337
"gcc","lat","shuffled","Exp 4: 16-key fusion vs best B-tree",4096,2.78356714368994,2.77419554249466,2.7854625468514
"clang","tput","shuffled","Exp 4: 16-key fusion vs best B-tree",4096,5.65853356145702,5.63043289452461,5.69770873980689
"gcc","tput","shuffled","Exp 4: 16-key fusion vs best B-tree",4096,5.75754677652713,5.73191960169648,5.80057740096477
"gcc","lat","blocked","original fusion vs binary search",4096,3.06515910245138,3.04294160134828,3.06860819172969
"gcc","tput","blocked","original fusion vs binary search",4096,7.07145154748752,7.00855708839582,7.09542524976295
"clang","lat","shuffled","original fusion vs binary search",4096,1.41743966786114,1.40680784039202,1.41958599665418
"gcc","lat","shuffled","original fusion vs binary search",4096,3.09877174468826,3.09393487566736,3.1533761707689
"clang","tput","shuffled","original fusion vs binary search",4096,1.29103420549476,1.28933180967337,1.29702270642631
"gcc","tput","shuffled","original fusion vs binary search",4096,7.33705185834886,7.33106078598472,7.44362514894512
"gcc","lat","blocked","original fusion vs branch-free B-tree",4096,1.97513899641073,1.96577170073482,1.98075764780472
"gcc","tput","blocked","original fusion vs branch-free B-tree",4096,3.80754083300075,3.78669336208224,3.83798802970795
"clang","lat","shuffled","original fusion vs branch-free B-tree",4096,1.87829054172182,1.85161816478293,1.89705433066857
"gcc","lat","shuffled","original fusion vs branch-free B-tree",4096,1.98247457839459,1.98042609671328,1.98634121577586
"clang","tput","shuffled","original fusion vs branch-free B-tree",4096,3.70053120849934,3.61655262727124,3.73312769812032
"gcc","tput","shuffled","original fusion vs branch-free B-tree",4096,3.85236574532908,3.83788782474049,3.8781962794978
"gcc","lat","blocked","branch-free rank vs original rank",8192,1.12495497476993,1.12218465750267,1.12917643843626
"gcc","tput","blocked","branch-free rank vs original rank",8192,1.14908800440128,1.14772701760324,1.15158352751799
"clang","lat","shuffled","branch-free rank vs original rank",8192,1.05308131704825,1.03874774756357,1.12680636373607
"gcc","lat","shuffled","branch-free rank vs original rank",8192,1.1160184675829,1.11433115337522,1.12444091995378
