"compiler","mode","order","structure","n","median_ns","min_ns","max_ns","sessions"
"gcc","lat","blocked","sorted_array",8192,23.0301,22.6608,23.0347,3
"gcc","tput","blocked","sorted_array",8192,9.137,9.0759,9.1858,3
"clang","lat","shuffled","sorted_array",8192,49.7269,49.115,49.7482,3
"gcc","lat","shuffled","sorted_array",8192,23.1995,23.0881,23.2803,3
"clang","tput","shuffled","sorted_array",8192,49.2966,48.6206,49.501,3
"gcc","tput","shuffled","sorted_array",8192,9.1629,8.9478,9.2834,3
"gcc","lat","blocked","btree16_bl_a64",16384,41.7145,40.9439,41.8259,3
"gcc","tput","blocked","btree16_bl_a64",16384,37.3764,37.3459,41.7847,3
"clang","lat","shuffled","btree16_bl_a64",16384,50.9811,48.9136,51.1826,3
"gcc","lat","shuffled","btree16_bl_a64",16384,49.6658,45.4071,49.7757,3
"clang","tput","shuffled","btree16_bl_a64",16384,29.0359,27.4887,30.2704,3
"gcc","tput","shuffled","btree16_bl_a64",16384,39.3036,39.1998,46.1578,3
"gcc","lat","blocked","btree8",16384,45.6833,45.6772,46.286,3
"gcc","tput","blocked","btree8",16384,46.2845,46.0968,46.6324,3
"clang","lat","shuffled","btree8",16384,47.1893,46.6125,47.7005,3
"gcc","lat","shuffled","btree8",16384,49.3134,48.4406,49.3713,3
"clang","tput","shuffled","btree8",16384,46.9315,46.2311,48.0789,3
"gcc","tput","shuffled","btree8",16384,47.8317,47.6822,49.3698,3
"gcc","lat","blocked","btree8_a64",16384,45.52,44.1223,45.5841,3
"gcc","tput","blocked","btree8_a64",16384,44.8853,44.6121,44.9478,3
"clang","lat","shuffled","btree8_a64",16384,45.9259,45.0989,45.9396,3
"gcc","lat","shuffled","btree8_a64",16384,49.2264,47.0871,49.646,3
"clang","tput","shuffled","btree8_a64",16384,48.1415,46.785,48.793,3
"gcc","tput","shuffled","btree8_a64",16384,46.1365,45.8466,48.497,3
"gcc","lat","blocked","btree8_bl",16384,48.8663,48.2361,48.967,3
"gcc","tput","blocked","btree8_bl",16384,36.9644,36.8774,37.0361,3
"clang","lat","shuffled","btree8_bl",16384,53.8589,53.1158,54.5639,3
"gcc","lat","shuffled","btree8_bl",16384,53.8895,51.4008,54.1733,3
"clang","tput","shuffled","btree8_bl",16384,36.4838,35.5865,37.7563,3
"gcc","tput","shuffled","btree8_bl",16384,39.0274,38.678,42.2409,3
"gcc","lat","blocked","btree8_bl_a64",16384,46.4066,45.5856,46.4188,3
"gcc","tput","blocked","btree8_bl_a64",16384,34.9243,34.9152,35.0662,3
"clang","lat","shuffled","btree8_bl_a64",16384,52.1362,51.3428,53.0655,3
"gcc","lat","shuffled","btree8_bl_a64",16384,53.4348,49.7025,54.0161,3
"clang","tput","shuffled","btree8_bl_a64",16384,35.3043,34.3857,36.9629,3
"gcc","tput","shuffled","btree8_bl_a64",16384,37.4664,36.9232,44.3039,3
"gcc","lat","blocked","fusion16_w",16384,83.7219,82.6675,84.1339,3
"gcc","tput","blocked","fusion16_w",16384,73.3002,73.0835,73.79,3
"clang","lat","shuffled","fusion16_w",16384,81.7276,81.0654,82.692,3
"gcc","lat","shuffled","fusion16_w",16384,90.4236,85.8154,90.6937,3
"clang","tput","shuffled","fusion16_w",16384,72.4472,70.2057,74.9374,3
"gcc","tput","shuffled","fusion16_w",16384,77.4704,76.6525,84.0195,3
"gcc","lat","blocked","fusion8",16384,75.5737,74.6994,76.178,3
"gcc","tput","blocked","fusion8",16384,72.0596,71.1395,72.1344,3
"clang","lat","shuffled","fusion8",16384,80.4565,80.3131,82.254,3
"gcc","lat","shuffled","fusion8",16384,83.9233,80.4169,84.4223,3
"clang","tput","shuffled","fusion8",16384,79.2313,76.6617,82.8201,3
"gcc","tput","shuffled","fusion8",16384,75.6668,75.2441,81.1493,3
"gcc","lat","blocked","fusion8_bf",16384,82.0694,80.8212,82.4036,3
"gcc","tput","blocked","fusion8_bf",16384,74.707,74.5758,74.9863,3
"clang","lat","shuffled","fusion8_bf",16384,83.7723,81.8115,84.996,3
"gcc","lat","shuffled","fusion8_bf",16384,89.2776,85.7269,89.7018,3
"clang","tput","shuffled","fusion8_bf",16384,77.3453,75.412,80.5145,3
"gcc","tput","shuffled","fusion8_bf",16384,77.7679,77.4887,84.1904,3
"gcc","lat","blocked","fusion8_c",16384,79.2603,78.3936,79.834,3
"gcc","tput","blocked","fusion8_c",16384,73.2391,73.1567,73.3704,3
"clang","lat","shuffled","fusion8_c",16384,79.7775,78.8528,81.3766,3
"gcc","lat","shuffled","fusion8_c",16384,85.7727,82.3288,87.1185,3
"clang","tput","shuffled","fusion8_c",16384,74.5972,72.7036,76.1383,3
"gcc","tput","shuffled","fusion8_c",16384,76.1658,75.4028,80.1788,3
"gcc","lat","blocked","sorted_array",16384,29.0482,29.039,29.1199,3
"gcc","tput","blocked","sorted_array",16384,11.6287,11.6287,11.6364,3
"clang","lat","shuffled","sorted_array",16384,56.3873,56.0928,57.0511,3
"gcc","lat","shuffled","sorted_array",16384,29.8111,29.3839,29.8447,3
"clang","tput","shuffled","sorted_array",16384,56.2714,55.2353,56.3065,3
"gcc","tput","shuffled","sorted_array",16384,11.7554,11.6806,12.0544,3
"gcc","lat","blocked","btree16_bl_a64",32768,41.0889,40.6342,41.4352,3
"gcc","tput","blocked","btree16_bl_a64",32768,36.3434,36.3297,36.351,3
"clang","lat","shuffled","btree16_bl_a64",32768,49.2798,48.9899,50.4715,3
"gcc","lat","shuffled","btree16_bl_a64",32768,43.75,42.4194,49.1302,3
"clang","tput","shuffled","btree16_bl_a64",32768,23.4985,22.5296,25.5264,3
"gcc","tput","shuffled","btree16_bl_a64",32768,39.3341,38.3972,45.4315,3
"gcc","lat","blocked","btree8",32768,46.2204,45.7626,46.727,3
"gcc","tput","blocked","btree8",32768,47.3541,47.0413,47.4258,3
"clang","lat","shuffled","btree8",32768,49.5895,49.4263,50.4333,3
"gcc","lat","shuffled","btree8",32768,48.056,47.5418,50.1389,3
"clang","tput","shuffled","btree8",32768,50.3098,49.646,51.3321,3
"gcc","tput","shuffled","btree8",32768,48.3475,48.1155,49.91,3
"gcc","lat","blocked","btree8_a64",32768,45.7108,45.6757,45.8847,3
"gcc","tput","blocked","btree8_a64",32768,45.108,44.9341,45.1111,3
"clang","lat","shuffled","btree8_a64",32768,48.4467,48.2483,49.8566,3
"gcc","lat","shuffled","btree8_a64",32768,47.879,47.5967,49.8474,3
"clang","tput","shuffled","btree8_a64",32768,50.9186,50.0977,52.4948,3
"gcc","tput","shuffled","btree8_a64",32768,46.8216,46.579,49.0829,3
"gcc","lat","blocked","btree8_bl",32768,48.2224,47.8271,48.732,3
"gcc","tput","blocked","btree8_bl",32768,35.4568,35.4538,35.5286,3
"clang","lat","shuffled","btree8_bl",32768,54.0039,53.6926,55.0613,3
"gcc","lat","shuffled","btree8_bl",32768,50.9048,50.6302,53.2471,3
"clang","tput","shuffled","btree8_bl",32768,28.7643,28.392,29.8782,3
"gcc","tput","shuffled","btree8_bl",32768,36.7218,36.4944,40.3793,3
"gcc","lat","blocked","btree8_bl_a64",32768,46.2158,46.1197,46.3821,3
"gcc","tput","blocked","btree8_bl_a64",32768,33.4457,33.4381,33.4534,3
"clang","lat","shuffled","btree8_bl_a64",32768,52.8732,52.327,54.7516,3
"gcc","lat","shuffled","btree8_bl_a64",32768,48.9578,48.7595,52.9083,3
"clang","tput","shuffled","btree8_bl_a64",32768,27.9388,26.825,29.8859,3
"gcc","tput","shuffled","btree8_bl_a64",32768,36.3846,35.4843,43.2251,3
"gcc","lat","blocked","fusion16_w",32768,88.3942,86.5646,88.5605,3
"gcc","tput","blocked","fusion16_w",32768,75.9216,75.8209,76.0437,3
"clang","lat","shuffled","fusion16_w",32768,87.1674,85.8322,88.0554,3
"gcc","lat","shuffled","fusion16_w",32768,90.2374,88.9801,94.7357,3
"clang","tput","shuffled","fusion16_w",32768,75.0717,73.4238,77.7969,3
"gcc","tput","shuffled","fusion16_w",32768,79.6219,79.3015,84.9747,3
"gcc","lat","blocked","fusion8",32768,78.3783,77.4902,79.2664,3
"gcc","tput","blocked","fusion8",32768,74.8169,74.794,75.5692,3
"clang","lat","shuffled","fusion8",32768,82.7286,82.341,83.9951,3
"gcc","lat","shuffled","fusion8",32768,81.8024,80.7602,86.5173,3
"clang","tput","shuffled","fusion8",32768,80.2597,78.7033,84.3658,3
"gcc","tput","shuffled","fusion8",32768,78.4973,77.2156,85.614,3
"gcc","lat","blocked","fusion8_bf",32768,85.9634,84.2545,86.058,3
"gcc","tput","blocked","fusion8_bf",32768,77.6459,77.5986,77.6749,3
"clang","lat","shuffled","fusion8_bf",32768,85.8017,85.3668,87.5427,3
"gcc","lat","shuffled","fusion8_bf",32768,90.2725,88.4903,93.1107,3
"clang","tput","shuffled","fusion8_bf",32768,79.8523,78.4027,83.5571,3
"gcc","tput","shuffled","fusion8_bf",32768,85.1181,84.5047,89.27,3
"gcc","lat","blocked","fusion8_c",32768,83.2138,83.0322,83.6075,3
"gcc","tput","blocked","fusion8_c",32768,76.2039,76.0681,76.2436,3
"clang","lat","shuffled","fusion8_c",32768,83.3328,83.0872,84.877,3
"gcc","lat","shuffled","fusion8_c",32768,85.8093,85.6979,90.0543,3
"clang","tput","shuffled","fusion8_c",32768,77.0859,75.8652,79.863,3
"gcc","tput","shuffled","fusion8_c",32768,79.2435,78.7231,85.4691,3
"gcc","lat","blocked","sorted_array",32768,36.3785,35.7773,36.5311,3
"gcc","tput","blocked","sorted_array",32768,15.1733,15.1443,15.1794,3
"clang","lat","shuffled","sorted_array",32768,64.0305,63.8458,64.8636,3
"gcc","lat","shuffled","sorted_array",32768,36.9949,36.9659,37.7106,3
"clang","tput","shuffled","sorted_array",32768,63.8626,62.7136,64.325,3
"gcc","tput","shuffled","sorted_array",32768,15.6036,15.5075,16.1835,3
"gcc","lat","blocked","btree16_bl_a64",65536,41.0812,40.2649,41.0934,3
"gcc","tput","blocked","btree16_bl_a64",65536,35.8307,35.8139,35.9131,3
"clang","lat","shuffled","btree16_bl_a64",65536,51.0223,49.4858,52.829,3
"gcc","lat","shuffled","btree16_bl_a64",65536,48.8373,46.64,49.2401,3
"clang","tput","shuffled","btree16_bl_a64",65536,22.1558,20.7214,23.4421,3
"gcc","tput","shuffled","btree16_bl_a64",65536,39.9017,39.4608,44.6075,3
"gcc","lat","blocked","btree8",65536,51.9058,51.7258,52.3773,3
"gcc","tput","blocked","btree8",65536,52.5024,52.0966,52.9221,3
"clang","lat","shuffled","btree8",65536,55.1849,54.0695,55.9357,3
"gcc","lat","shuffled","btree8",65536,57.0465,55.9738,57.605,3
"clang","tput","shuffled","btree8",65536,55.336,53.2211,56.868,3
"gcc","tput","shuffled","btree8",65536,55.2017,54.5319,57.9651,3
"gcc","lat","blocked","btree8_a64",65536,52.0096,51.9806,52.3209,3
"gcc","tput","blocked","btree8_a64",65536,52.0935,51.8921,52.6077,3
"clang","lat","shuffled","btree8_a64",65536,54.509,53.3005,55.275,3
"gcc","lat","shuffled","btree8_a64",65536,58.2993,56.3782,59.5779,3
"clang","tput","shuffled","btree8_a64",65536,56.6635,54.5547,58.5175,3
"gcc","tput","shuffled","btree8_a64",65536,55.7495,55.1895,58.4686,3
"gcc","lat","blocked","btree8_bl",65536,52.652,51.9958,52.7969,3
"gcc","tput","blocked","btree8_bl",65536,38.5223,38.5178,38.5483,3
"clang","lat","shuffled","btree8_bl",65536,60.8826,60.1212,62.9181,3
"gcc","lat","shuffled","btree8_bl",65536,59.8267,59.4269,63.9557,3
"clang","tput","shuffled","btree8_bl",65536,32.7026,31.6742,34.2224,3
"gcc","tput","shuffled","btree8_bl",65536,45.2728,43.8431,48.2956,3
"gcc","lat","blocked","btree8_bl_a64",65536,50.5646,50.1221,51.0162,3
"gcc","tput","blocked","btree8_bl_a64",65536,37.6038,37.6022,37.735,3
"clang","lat","shuffled","btree8_bl_a64",65536,59.1141,58.58,62.1918,3
"gcc","lat","shuffled","btree8_bl_a64",65536,60.3592,59.1568,62.1368,3
"clang","tput","shuffled","btree8_bl_a64",65536,32.0465,30.8182,34.1812,3
"gcc","tput","shuffled","btree8_bl_a64",65536,47.7692,43.9178,51.3641,3
"gcc","lat","blocked","fusion16_w",65536,89.0793,88.4247,89.2776,3
"gcc","tput","blocked","fusion16_w",65536,74.4858,72.8149,79.0512,3
"clang","lat","shuffled","fusion16_w",65536,88.6917,88.4247,90.8905,3
"gcc","lat","shuffled","fusion16_w",65536,94.2963,93.9194,97.0291,3
"clang","tput","shuffled","fusion16_w",65536,75.3891,72.8043,77.0065,3
"gcc","tput","shuffled","fusion16_w",65536,82.1014,80.1498,83.9752,3
"gcc","lat","blocked","fusion8",65536,85.1807,84.7153,85.2081,3
"gcc","tput","blocked","fusion8",65536,78.8589,78.804,79.3503,3
"clang","lat","shuffled","fusion8",65536,91.8716,90.9988,96.6721,3
"gcc","lat","shuffled","fusion8",65536,95.0119,93.7317,96.0098,3
"clang","tput","shuffled","fusion8",65536,89.9826,87.3993,95.5276,3
"gcc","tput","shuffled","fusion8",65536,90.2145,86.7065,97.0749,3
"gcc","lat","blocked","fusion8_bf",65536,92.0044,91.3803,92.247,3
"gcc","tput","blocked","fusion8_bf",65536,84.3445,83.7006,84.3582,3
"clang","lat","shuffled","fusion8_bf",65536,94.7464,94.3802,97.7188,3
"gcc","lat","shuffled","fusion8_bf",65536,103.511,100.8331,103.6469,3
"clang","tput","shuffled","fusion8_bf",65536,89.5081,87.2025,93.7622,3
"gcc","tput","shuffled","fusion8_bf",65536,97.7325,93.0603,104.4312,3
"gcc","lat","blocked","fusion8_c",65536,89.6362,88.681,90.1749,3
"gcc","tput","blocked","fusion8_c",65536,83.3298,82.7271,83.7509,3
"clang","lat","shuffled","fusion8_c",65536,91.5207,90.7974,93.3563,3
"gcc","lat","shuffled","fusion8_c",65536,98.8388,97.7081,99.8245,3
"clang","tput","shuffled","fusion8_c",65536,85.6796,84.5215,89.4058,3
"gcc","tput","shuffled","fusion8_c",65536,92.9794,88.9725,94.2108,3
"gcc","lat","blocked","sorted_array",65536,45.8206,45.4208,46.6171,3
"gcc","tput","blocked","sorted_array",65536,20.0912,20.079,20.1416,3
"clang","lat","shuffled","sorted_array",65536,72.7478,72.4564,73.6511,3
"gcc","lat","shuffled","sorted_array",65536,48.1491,47.8622,49.3011,3
"clang","tput","shuffled","sorted_array",65536,72.8027,72.2672,72.8577,3
"gcc","tput","shuffled","sorted_array",65536,21.2219,20.9,21.8262,3
"gcc","lat","blocked","btree16_bl_a64",131072,71.0709,70.5383,71.9757,3
"gcc","tput","blocked","btree16_bl_a64",131072,73.1232,71.9437,82.1228,3
"clang","lat","shuffled","btree16_bl_a64",131072,107.0755,105.368,107.4112,3
"gcc","lat","shuffled","btree16_bl_a64",131072,102.6413,101.4236,104.4785,3
"clang","tput","shuffled","btree16_bl_a64",131072,71.5759,69.1711,73.14,3
"gcc","tput","shuffled","btree16_bl_a64",131072,113.1485,112.2559,117.1661,3
"gcc","lat","blocked","btree8",131072,71.0098,69.2413,71.0587,3
"gcc","tput","blocked","btree8",131072,70.2454,69.2688,70.5566,3
"clang","lat","shuffled","btree8",131072,88.4811,85.9329,88.8351,3
"gcc","lat","shuffled","btree8",131072,90.2237,89.9399,91.6565,3
"clang","tput","shuffled","btree8",131072,85.1471,82.7133,89.3951,3
"gcc","tput","shuffled","btree8",131072,84.1736,84.0179,88.0402,3
"gcc","lat","blocked","btree8_a64",131072,71.553,71.3287,71.9116,3
"gcc","tput","blocked","btree8_a64",131072,70.1477,69.7739,70.1874,3
"clang","lat","shuffled","btree8_a64",131072,91.153,89.6133,91.3879,3
"gcc","lat","shuffled","btree8_a64",131072,96.7575,95.6848,100.7721,3
"clang","tput","shuffled","btree8_a64",131072,91.0126,88.2767,92.8497,3
"gcc","tput","shuffled","btree8_a64",131072,88.1348,87.587,91.6916,3
"gcc","lat","blocked","btree8_bl",131072,73.7335,73.2956,73.938,3
"gcc","tput","blocked","btree8_bl",131072,62.7151,62.5092,62.7289,3
"clang","lat","shuffled","btree8_bl",131072,103.8208,102.7206,104.1412,3
"gcc","lat","shuffled","btree8_bl",131072,103.1509,99.2645,104.3304,3
"clang","tput","shuffled","btree8_bl",131072,66.6519,65.889,68.7729,3
"gcc","tput","shuffled","btree8_bl",131072,89.6301,88.7589,98.9517,3
"gcc","lat","blocked","btree8_bl_a64",131072,70.34,69.2657,71.1243,3
"gcc","tput","blocked","btree8_bl_a64",131072,61.0504,59.7763,63.9359,3
"clang","lat","shuffled","btree8_bl_a64",131072,109.0942,107.8583,110.3149,3
"gcc","lat","shuffled","btree8_bl_a64",131072,107.4585,106.543,115.1718,3
"clang","tput","shuffled","btree8_bl_a64",131072,67.3065,65.8035,69.5663,3
"gcc","tput","shuffled","btree8_bl_a64",131072,108.4167,105.2216,114.9506,3
"gcc","lat","blocked","fusion16_w",131072,122.2031,119.4931,122.612,3
"gcc","tput","blocked","fusion16_w",131072,115.0757,113.8046,117.9001,3
"clang","lat","shuffled","fusion16_w",131072,148.8861,147.7814,150.0153,3
"gcc","lat","shuffled","fusion16_w",131072,158.8043,153.7628,162.2391,3
"clang","tput","shuffled","fusion16_w",131072,128.2532,126.8158,132.3639,3
"gcc","tput","shuffled","fusion16_w",131072,140.4953,140.2191,143.5394,3
"gcc","lat","blocked","fusion8",131072,117.3294,114.035,124.9664,3
"gcc","tput","blocked","fusion8",131072,113.9282,110.3317,118.7668,3
"clang","lat","shuffled","fusion8",131072,154.2572,154.1092,154.7623,3
"gcc","lat","shuffled","fusion8",131072,156.6208,154.9698,164.0625,3
"clang","tput","shuffled","fusion8",131072,153.8712,144.0872,153.9749,3
"gcc","tput","shuffled","fusion8",131072,146.8323,139.2899,150.769,3
"gcc","lat","blocked","fusion8_bf",131072,124.9664,121.8353,136.6669,3
"gcc","tput","blocked","fusion8_bf",131072,113.5376,109.5703,116.7862,3
"clang","lat","shuffled","fusion8_bf",131072,159.6725,155.8792,161.058,3
"gcc","lat","shuffled","fusion8_bf",131072,163.9801,161.2839,164.6652,3
"clang","tput","shuffled","fusion8_bf",131072,152.5131,144.3649,154.3167,3
"gcc","tput","shuffled","fusion8_bf",131072,147.9492,146.8491,157.93,3
"gcc","lat","blocked","fusion8_c",131072,113.2446,111.5189,114.1968,3
"gcc","tput","blocked","fusion8_c",131072,105.0674,103.6194,106.0959,3
"clang","lat","shuffled","fusion8_c",131072,140.6158,137.6938,140.7074,3
"gcc","lat","shuffled","fusion8_c",131072,156.4163,150.9964,157.4829,3
"clang","tput","shuffled","fusion8_c",131072,132.7774,127.2812,138.5498,3
"gcc","tput","shuffled","fusion8_c",131072,140.6052,139.6286,145.0226,3
"gcc","lat","blocked","sorted_array",131072,58.046,57.7057,58.3481,3
"gcc","tput","blocked","sorted_array",131072,26.12,25.8636,26.5121,3
"clang","lat","shuffled","sorted_array",131072,84.1675,83.0582,85.1822,3
"gcc","lat","shuffled","sorted_array",131072,62.5015,62.4222,63.4918,3
"clang","tput","shuffled","sorted_array",131072,83.9218,82.5684,84.0057,3
"gcc","tput","shuffled","sorted_array",131072,28.9688,28.3356,29.8019,3
"gcc","lat","blocked","btree16_bl_a64",262144,90.6082,90.2679,92.7826,3
"gcc","tput","blocked","btree16_bl_a64",262144,113.0478,100.5432,113.6871,3
"clang","lat","shuffled","btree16_bl_a64",262144,160.4645,159.3842,163.1607,3
"gcc","lat","shuffled","btree16_bl_a64",262144,156.1172,151.944,157.2525,3
"clang","tput","shuffled","btree16_bl_a64",262144,76.0727,75.4135,76.9287,3
"gcc","tput","shuffled","btree16_bl_a64",262144,148.2483,146.5561,153.4119,3
"gcc","lat","blocked","btree8",262144,74.1852,73.3459,74.3912,3
"gcc","tput","blocked","btree8",262144,74.1196,73.8907,74.2249,3
"clang","lat","shuffled","btree8",262144,91.5802,90.744,92.3508,3
"gcc","lat","shuffled","btree8",262144,95.8405,94.4199,101.0803,3
"clang","tput","shuffled","btree8",262144,90.3122,87.7243,92.8497,3
"gcc","tput","shuffled","btree8",262144,91.1911,89.4272,93.5852,3
"gcc","lat","blocked","btree8_a64",262144,74.2844,73.9853,75.499,3
"gcc","tput","blocked","btree8_a64",262144,73.7335,73.4406,73.9273,3
"clang","lat","shuffled","btree8_a64",262144,96.7545,92.627,98.8998,3
"gcc","lat","shuffled","btree8_a64",262144,103.3112,102.2217,104.1489,3
"clang","tput","shuffled","btree8_a64",262144,96.1243,93.4875,96.6064,3
"gcc","tput","shuffled","btree8_a64",262144,93.6234,93.0862,99.1974,3
"gcc","lat","blocked","btree8_bl",262144,76.7746,76.0818,77.1301,3
"gcc","tput","blocked","btree8_bl",262144,60.9451,60.6049,61.0336,3
"clang","lat","shuffled","btree8_bl",262144,115.4434,115.2115,116.6336,3
"gcc","lat","shuffled","btree8_bl",262144,116.4612,111.705,121.7834,3
"clang","tput","shuffled","btree8_bl",262144,58.3954,55.8853,59.8709,3
"gcc","tput","shuffled","btree8_bl",262144,89.0625,88.5284,97.7798,3
"gcc","lat","blocked","btree8_bl_a64",262144,73.6206,72.5342,74.2126,3
"gcc","tput","blocked","btree8_bl_a64",262144,59.6939,58.0292,60.556,3
"clang","lat","shuffled","btree8_bl_a64",262144,127.3804,126.0544,128.7964,3
"gcc","lat","shuffled","btree8_bl_a64",262144,125.8591,119.8303,126.0605,3
"clang","tput","shuffled","btree8_bl_a64",262144,58.7494,58.1299,60.495,3
"gcc","tput","shuffled","btree8_bl_a64",262144,106.131,103.6819,116.1972,3
"gcc","lat","blocked","fusion16_w",262144,142.6331,140.6723,153.3905,3
"gcc","tput","blocked","fusion16_w",262144,138.9282,130.2948,144.928,3
"clang","lat","shuffled","fusion16_w",262144,188.2248,186.1267,191.0889,3
"gcc","lat","shuffled","fusion16_w",262144,193.9163,190.4663,197.0459,3
"clang","tput","shuffled","fusion16_w",262144,152.1912,150.2151,152.5681,3
"gcc","tput","shuffled","fusion16_w",262144,165.1123,163.7695,167.3538,3
"gcc","lat","blocked","fusion8",262144,122.1222,121.8796,124.0067,3
"gcc","tput","blocked","fusion8",262144,126.1993,120.462,134.462,3
"clang","lat","shuffled","fusion8",262144,162.3459,162.2574,169.2429,3
"gcc","lat","shuffled","fusion8",262144,169.22,163.2675,172.1527,3
"clang","tput","shuffled","fusion8",262144,156.0303,152.1286,156.0562,3
"gcc","tput","shuffled","fusion8",262144,155.249,152.2842,168.4494,3
"gcc","lat","blocked","fusion8_bf",262144,128.9047,128.4698,132.5485,3
"gcc","tput","blocked","fusion8_bf",262144,125.7996,121.1868,125.8072,3
"clang","lat","shuffled","fusion8_bf",262144,167.543,165.4907,171.6812,3
"gcc","lat","shuffled","fusion8_bf",262144,178.5645,164.7217,183.7631,3
"clang","tput","shuffled","fusion8_bf",262144,158.9722,152.9663,163.8016,3
"gcc","tput","shuffled","fusion8_bf",262144,156.0852,153.0212,166.1331,3
"gcc","lat","blocked","fusion8_c",262144,118.7012,118.5196,120.1401,3
"gcc","tput","blocked","fusion8_c",262144,112.6846,111.3907,116.0568,3
"clang","lat","shuffled","fusion8_c",262144,152.446,149.3179,152.7069,3
"gcc","lat","shuffled","fusion8_c",262144,161.7554,159.5444,169.9844,3
"clang","tput","shuffled","fusion8_c",262144,142.7933,136.7325,147.6776,3
"gcc","tput","shuffled","fusion8_c",262144,143.7134,142.5308,155.1926,3
"gcc","lat","blocked","sorted_array",262144,67.308,67.2455,67.6163,3
"gcc","tput","blocked","sorted_array",262144,31.6101,31.189,31.6437,3
"clang","lat","shuffled","sorted_array",262144,95.137,93.8644,95.3522,3
"gcc","lat","shuffled","sorted_array",262144,77.0477,76.3992,79.6967,3
"clang","tput","shuffled","sorted_array",262144,93.7149,92.72,94.6777,3
"gcc","tput","shuffled","sorted_array",262144,37.3566,36.2213,37.9028,3
"gcc","lat","blocked","btree16_bl_a64",524288,88.8519,88.0661,93.8126,3
"gcc","tput","blocked","btree16_bl_a64",524288,116.5268,107.6263,128.7552,3
"clang","lat","shuffled","btree16_bl_a64",524288,170.6451,168.6508,171.2128,3
"gcc","lat","shuffled","btree16_bl_a64",524288,166.0339,163.4018,202.1179,3
"clang","tput","shuffled","btree16_bl_a64",524288,70.311,69.928,70.462,3
"gcc","tput","shuffled","btree16_bl_a64",524288,149.4751,147.5632,165.6723,3
"gcc","lat","blocked","btree8",524288,73.9899,73.7259,74.5621,3
"gcc","tput","blocked","btree8",524288,74.1806,73.2361,74.6674,3
"clang","lat","shuffled","btree8",524288,92.6651,92.4225,97.1375,3
"gcc","lat","shuffled","btree8",524288,98.9105,96.608,112.7991,3
"clang","tput","shuffled","btree8",524288,91.8396,89.9139,96.4813,3
"gcc","tput","shuffled","btree8",524288,93.2312,90.6891,94.0994,3
"gcc","lat","blocked","btree8_a64",524288,74.4049,73.8129,74.8154,3
"gcc","tput","blocked","btree8_a64",524288,74.6841,73.1766,75.0977,3
"clang","lat","shuffled","btree8_a64",524288,97.6791,96.6507,99.0265,3
"gcc","lat","shuffled","btree8_a64",524288,103.4882,101.1795,130.0705,3
"clang","tput","shuffled","btree8_a64",524288,97.5891,96.6736,100.5768,3
"gcc","tput","shuffled","btree8_a64",524288,95.929,95.668,99.2264,3
"gcc","lat","blocked","btree8_bl",524288,76.4938,76.3031,76.5259,3
"gcc","tput","blocked","btree8_bl",524288,60.5759,60.1898,60.8948,3
"clang","lat","shuffled","btree8_bl",524288,117.038,115.1123,119.1055,3
"gcc","lat","shuffled","btree8_bl",524288,114.6957,113.2553,149.8779,3
"clang","tput","shuffled","btree8_bl",524288,53.6392,53.598,56.0883,3
"gcc","tput","shuffled","btree8_bl",524288,90.6525,88.3743,94.7342,3
"gcc","lat","blocked","btree8_bl_a64",524288,71.7255,71.048,73.0148,3
"gcc","tput","blocked","btree8_bl_a64",524288,59.1003,58.5297,59.964,3
"clang","lat","shuffled","btree8_bl_a64",524288,128.9902,128.0823,129.5959,3
"gcc","lat","shuffled","btree8_bl_a64",524288,124.3988,120.3827,158.2413,3
"clang","tput","shuffled","btree8_bl_a64",524288,57.0786,56.0303,59.6237,3
"gcc","tput","shuffled","btree8_bl_a64",524288,107.5272,105.928,110.762,3
"gcc","lat","blocked","fusion16_w",524288,157.8384,153.8849,168.7546,3
"gcc","tput","blocked","fusion16_w",524288,152.7557,152.0691,154.422,3
"clang","lat","shuffled","fusion16_w",524288,210.3424,209.1736,210.9604,3
"gcc","lat","shuffled","fusion16_w",524288,222.2076,213.9648,246.1319,3
"clang","tput","shuffled","fusion16_w",524288,156.6711,155.3726,160.1395,3
"gcc","tput","shuffled","fusion16_w",524288,174.1165,171.2982,185.3638,3
"gcc","lat","blocked","fusion8",524288,125.0961,122.171,125.9964,3
"gcc","tput","blocked","fusion8",524288,125.8774,120.2301,134.2178,3
"clang","lat","shuffled","fusion8",524288,163.6917,163.1683,164.7034,3
"gcc","lat","shuffled","fusion8",524288,177.3651,164.3631,230.8548,3
"clang","tput","shuffled","fusion8",524288,158.3786,153.1738,167.1158,3
"gcc","tput","shuffled","fusion8",524288,154.2725,150.0061,160.3989,3
"gcc","lat","blocked","fusion8_bf",524288,134.7397,132.3822,135.3607,3
"gcc","tput","blocked","fusion8_bf",524288,127.6993,126.1322,143.6935,3
"clang","lat","shuffled","fusion8_bf",524288,171.8063,166.0431,172.0703,3
"gcc","lat","shuffled","fusion8_bf",524288,183.6609,174.6399,232.8781,3
"clang","tput","shuffled","fusion8_bf",524288,155.3635,153.1738,163.1699,3
"gcc","tput","shuffled","fusion8_bf",524288,163.6414,159.3231,170.1035,3
"gcc","lat","blocked","fusion8_c",524288,120.7642,120.3079,123.3475,3
"gcc","tput","blocked","fusion8_c",524288,112.7457,110.3394,117.6315,3
