k,r,spread,bound_r4,fields_fit
8,4,16,256,0
8,6,44,1296,0
8,5,30,625,0
8,5,29,625,0
8,5,25,625,0
8,6,48,1296,0
8,4,16,256,0
8,4,16,256,0
8,4,16,256,0
8,6,36,1296,0
8,4,16,256,0
8,5,25,625,0
8,7,56,2401,0
8,5,35,625,0
8,5,25,625,0
8,5,25,625,0
8,4,20,256,0
8,5,40,625,0
8,4,16,256,0
8,4,20,256,0
8,5,40,625,0
8,4,19,256,0
8,6,36,1296,0
8,5,35,625,0
8,6,36,1296,0
8,5,30,625,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,6,48,1296,0
8,4,16,256,0
8,6,48,1296,0
8,5,25,625,0
8,6,42,1296,0
8,6,48,1296,0
8,6,48,1296,0
8,6,54,1296,0
8,6,36,1296,0
8,5,25,625,0
8,6,48,1296,0
8,5,41,625,0
8,6,42,1296,0
8,5,25,625,0
8,5,29,625,0
8,6,36,1296,0
8,5,25,625,0
8,5,25,625,0
8,5,40,625,0
8,6,36,1296,0
8,4,16,256,0
8,5,25,625,0
8,4,16,256,0
8,5,35,625,0
8,6,38,1296,0
8,4,20,256,0
8,6,42,1296,0
8,6,54,1296,0
8,5,25,625,0
8,5,25,625,0
8,5,44,625,0
8,4,16,256,0
8,4,20,256,0
8,5,35,625,0
8,5,34,625,0
8,5,25,625,0
8,5,30,625,0
8,6,48,1296,0
8,5,25,625,0
8,6,36,1296,0
8,4,16,256,0
8,4,16,256,0
8,5,25,625,0
8,5,25,625,0
8,6,36,1296,0
8,5,25,625,0
8,6,42,1296,0
8,5,38,625,0
8,6,42,1296,0
8,5,35,625,0
8,5,35,625,0
8,4,16,256,0
8,6,38,1296,0
8,6,60,1296,0
8,5,35,625,0
8,5,30,625,0
8,5,30,625,0
8,4,24,256,0
8,5,25,625,0
8,7,56,2401,0
8,5,45,625,0
8,6,36,1296,0
8,5,35,625,0
8,6,36,1296,0
8,5,30,625,0
8,6,48,1296,0
8,5,35,625,0
8,4,16,256,0
8,4,20,256,0
8,5,30,625,0
8,5,40,625,0
8,3,9,81,0
8,5,30,625,0
8,6,48,1296,0
8,5,40,625,0
8,6,48,1296,0
8,5,25,625,0
8,4,20,256,0
8,6,42,1296,0
8,6,42,1296,0
8,5,25,625,0
8,5,30,625,0
8,5,40,625,0
8,6,36,1296,0
8,5,25,625,0
8,5,30,625,0
8,5,30,625,0
8,4,20,256,0
8,6,48,1296,0
8,5,25,625,0
8,5,30,625,0
8,5,25,625,0
8,5,35,625,0
8,5,25,625,0
8,5,30,625,0
8,6,36,1296,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,5,40,625,0
8,6,36,1296,0
8,5,25,625,0
8,5,25,625,0
8,5,30,625,0
8,5,25,625,0
8,6,60,1296,0
8,5,32,625,0
8,4,20,256,0
8,5,35,625,0
8,4,20,256,0
8,5,35,625,0
8,5,25,625,0
8,5,30,625,0
8,5,40,625,0
8,5,25,625,0
8,6,36,1296,0
8,5,25,625,0
8,5,30,625,0
8,4,20,256,0
8,5,30,625,0
8,5,25,625,0
8,6,42,1296,0
8,4,16,256,0
8,5,30,625,0
8,5,30,625,0
8,5,25,625,0
8,5,25,625,0
8,6,42,1296,0
8,5,25,625,0
8,6,36,1296,0
8,5,41,625,0
8,4,20,256,0
8,5,25,625,0
8,5,30,625,0
8,6,36,1296,0
8,4,20,256,0
8,5,25,625,0
8,4,16,256,0
8,7,63,2401,0
8,4,20,256,0
8,6,42,1296,0
8,6,45,1296,0
8,5,25,625,0
8,5,40,625,0
8,6,42,1296,0
8,5,25,625,0
8,5,35,625,0
8,5,30,625,0
8,4,16,256,0
8,5,25,625,0
8,5,40,625,0
8,5,25,625,0
8,5,30,625,0
8,6,42,1296,0
8,5,40,625,0
8,5,30,625,0
8,5,25,625,0
8,4,24,256,0
8,6,42,1296,0
8,6,42,1296,0
8,6,40,1296,0
8,5,25,625,0
8,6,36,1296,0
8,5,35,625,0
8,5,30,625,0
8,6,42,1296,0
8,6,42,1296,0
8,5,25,625,0
8,5,35,625,0
8,5,25,625,0
8,6,42,1296,0
8,5,25,625,0
8,5,30,625,0
8,6,42,1296,0
8,5,25,625,0
8,5,40,625,0
8,4,24,256,0
8,5,30,625,0
8,5,30,625,0
8,6,54,1296,0
8,5,35,625,0
8,5,25,625,0
8,5,35,625,0
8,7,49,2401,0
8,7,77,2401,0
8,5,35,625,0
8,5,35,625,0
8,6,36,1296,0
8,5,30,625,0
8,5,35,625,0
8,4,16,256,0
8,5,35,625,0
8,5,25,625,0
8,4,16,256,0
8,6,36,1296,0
8,6,42,1296,0
8,5,25,625,0
8,6,54,1296,0
8,5,25,625,0
8,6,36,1296,0
8,5,25,625,0
8,4,16,256,0
8,6,42,1296,0
8,6,54,1296,0
8,5,25,625,0
8,5,25,625,0
8,7,63,2401,0
8,5,35,625,0
8,5,25,625,0
8,5,30,625,0
8,4,16,256,0
8,5,40,625,0
8,4,16,256,0
8,4,20,256,0
8,5,25,625,0
8,5,30,625,0
8,4,16,256,0
8,5,35,625,0
8,6,48,1296,0
8,5,25,625,0
8,6,48,1296,0
8,5,30,625,0
8,5,25,625,0
8,5,30,625,0
8,5,30,625,0
8,5,30,625,0
8,6,36,1296,0
8,4,20,256,0
8,4,20,256,0
8,5,25,625,0
8,5,25,625,0
8,4,16,256,0
8,5,35,625,0
8,4,16,256,0
8,5,35,625,0
8,5,40,625,0
8,5,30,625,0
8,5,35,625,0
8,4,16,256,0
8,4,20,256,0
8,4,23,256,0
8,6,42,1296,0
8,4,16,256,0
8,4,16,256,0
8,4,20,256,0
8,5,33,625,0
8,5,25,625,0
8,6,36,1296,0
8,5,30,625,0
8,4,16,256,0
8,5,30,625,0
8,5,35,625,0
8,5,35,625,0
8,5,30,625,0
8,5,25,625,0
8,4,16,256,0
8,6,66,1296,0
8,4,16,256,0
8,5,35,625,0
8,4,22,256,0
8,3,9,81,0
8,6,60,1296,0
8,5,40,625,0
8,5,25,625,0
8,5,25,625,0
8,6,42,1296,0
8,5,30,625,0
8,4,24,256,0
8,5,30,625,0
8,5,30,625,0
8,4,16,256,0
8,4,16,256,0
8,4,16,256,0
8,5,30,625,0
8,5,25,625,0
8,5,28,625,0
8,6,42,1296,0
8,5,29,625,0
8,5,35,625,0
8,6,42,1296,0
8,6,48,1296,0
8,6,54,1296,0
8,5,30,625,0
8,5,35,625,0
8,5,25,625,0
8,4,20,256,0
8,5,40,625,0
8,6,48,1296,0
8,6,36,1296,0
8,5,25,625,0
8,4,16,256,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,5,30,625,0
8,6,42,1296,0
8,6,36,1296,0
8,6,36,1296,0
8,5,25,625,0
8,4,16,256,0
8,5,40,625,0
8,6,42,1296,0
8,4,16,256,0
8,5,38,625,0
8,5,25,625,0
8,4,16,256,0
8,5,25,625,0
8,5,25,625,0
8,4,16,256,0
8,5,40,625,0
8,6,42,1296,0
8,4,16,256,0
8,4,16,256,0
8,5,30,625,0
8,6,42,1296,0
8,4,16,256,0
8,5,25,625,0
8,4,16,256,0
8,5,30,625,0
8,6,36,1296,0
8,5,40,625,0
8,4,16,256,0
8,5,25,625,0
8,5,30,625,0
8,5,25,625,0
8,6,60,1296,0
8,6,48,1296,0
8,6,42,1296,0
8,5,25,625,0
8,6,36,1296,0
8,5,40,625,0
8,4,16,256,0
8,5,25,625,0
8,6,36,1296,0
8,5,25,625,0
8,5,35,625,0
8,6,48,1296,0
8,4,20,256,0
8,5,35,625,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,5,30,625,0
8,5,25,625,0
8,4,20,256,0
8,6,44,1296,0
8,4,24,256,0
8,5,29,625,0
8,5,35,625,0
8,5,40,625,0
8,4,16,256,0
8,5,25,625,0
8,5,30,625,0
8,6,36,1296,0
8,6,42,1296,0
8,6,48,1296,0
8,5,25,625,0
8,4,16,256,0
8,5,30,625,0
8,6,36,1296,0
8,4,24,256,0
8,5,30,625,0
8,5,40,625,0
8,5,25,625,0
8,4,20,256,0
8,4,20,256,0
8,5,25,625,0
8,5,25,625,0
8,4,26,256,0
8,5,25,625,0
8,5,25,625,0
8,5,38,625,0
8,5,25,625,0
8,6,48,1296,0
8,6,42,1296,0
8,5,35,625,0
8,7,63,2401,0
8,6,48,1296,0
8,6,48,1296,0
8,5,30,625,0
8,4,16,256,0
8,5,35,625,0
8,6,36,1296,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,5,35,625,0
8,5,25,625,0
8,6,36,1296,0
8,6,36,1296,0
8,5,25,625,0
8,5,38,625,0
8,6,48,1296,0
8,4,16,256,0
8,4,16,256,0
8,6,54,1296,0
8,5,35,625,0
8,6,36,1296,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,5,40,625,0
8,5,25,625,0
8,5,25,625,0
8,6,36,1296,0
8,4,16,256,0
8,6,48,1296,0
8,5,40,625,0
8,5,25,625,0
8,6,36,1296,0
8,5,40,625,0
8,6,36,1296,0
8,5,25,625,0
8,6,54,1296,0
8,7,56,2401,0
8,6,42,1296,0
8,5,40,625,0
8,6,48,1296,0
8,4,16,256,0
8,6,54,1296,0
8,5,40,625,0
8,6,36,1296,0
8,6,36,1296,0
8,6,48,1296,0
8,5,40,625,0
8,5,25,625,0
8,5,25,625,0
8,6,36,1296,0
8,6,42,1296,0
8,6,48,1296,0
8,5,35,625,0
8,6,42,1296,0
8,5,30,625,0
8,6,48,1296,0
8,5,30,625,0
8,5,25,625,0
8,5,35,625,0
8,5,40,625,0
8,4,24,256,0
8,5,35,625,0
8,4,16,256,0
8,4,16,256,0
8,6,48,1296,0
8,5,30,625,0
8,5,25,625,0
8,5,25,625,0
8,5,30,625,0
8,6,54,1296,0
8,4,24,256,0
8,5,25,625,0
8,5,35,625,0
8,4,16,256,0
8,4,16,256,0
8,6,48,1296,0
8,6,46,1296,0
8,6,36,1296,0
8,5,25,625,0
8,6,48,1296,0
8,5,25,625,0
8,6,36,1296,0
8,5,25,625,0
8,5,30,625,0
8,5,30,625,0
8,7,63,2401,0
8,5,35,625,0
8,5,25,625,0
8,5,25,625,0
8,6,36,1296,0
8,5,35,625,0
8,4,16,256,0
8,5,25,625,0
8,6,48,1296,0
8,6,36,1296,0
8,5,25,625,0
8,4,16,256,0
8,6,54,1296,0
8,4,20,256,0
8,5,38,625,0
8,5,35,625,0
8,5,29,625,0
8,5,30,625,0
8,6,48,1296,0
8,5,35,625,0
8,7,63,2401,0
8,5,30,625,0
8,6,36,1296,0
8,6,48,1296,0
8,6,42,1296,0
8,5,35,625,0
8,6,48,1296,0
8,4,16,256,0
8,5,25,625,0
8,6,36,1296,0
8,4,16,256,0
8,6,36,1296,0
8,6,42,1296,0
8,7,56,2401,0
8,5,35,625,0
8,4,16,256,0
8,5,40,625,0
8,5,35,625,0
8,4,19,256,0
8,5,30,625,0
8,5,30,625,0
8,6,36,1296,0
8,6,48,1296,0
8,5,30,625,0
8,4,16,256,0
8,7,63,2401,0
8,6,54,1296,0
8,4,16,256,0
8,5,30,625,0
8,5,38,625,0
8,5,25,625,0
8,6,36,1296,0
8,5,25,625,0
8,4,16,256,0
8,4,20,256,0
8,5,25,625,0
8,5,25,625,0
8,5,40,625,0
8,5,35,625,0
8,4,22,256,0
8,4,24,256,0
8,6,42,1296,0
8,5,35,625,0
8,5,25,625,0
8,6,46,1296,0
8,4,22,256,0
8,6,51,1296,0
8,5,40,625,0
8,5,25,625,0
8,5,35,625,0
8,5,35,625,0
8,6,42,1296,0
8,5,25,625,0
8,5,30,625,0
8,5,25,625,0
8,5,40,625,0
8,5,25,625,0
8,5,30,625,0
8,4,16,256,0
8,6,36,1296,0
8,4,16,256,0
8,5,30,625,0
8,5,25,625,0
8,5,25,625,0
8,5,40,625,0
8,5,30,625,0
8,5,25,625,0
8,5,30,625,0
8,4,24,256,0
8,5,30,625,0
8,4,16,256,0
8,7,77,2401,0
8,5,30,625,0
8,5,25,625,0
8,5,30,625,0
8,5,38,625,0
8,5,30,625,0
8,5,35,625,0
8,6,48,1296,0
8,6,38,1296,0
8,5,40,625,0
8,6,36,1296,0
8,5,30,625,0
8,5,35,625,0
8,6,54,1296,0
8,6,48,1296,0
8,5,30,625,0
8,6,36,1296,0
8,4,16,256,0
8,5,25,625,0
8,4,16,256,0
8,5,30,625,0
8,7,63,2401,0
8,5,35,625,0
8,6,42,1296,0
8,4,16,256,0
8,5,25,625,0
8,5,35,625,0
8,5,35,625,0
8,5,25,625,0
8,6,36,1296,0
8,6,54,1296,0
8,7,49,2401,0
8,5,25,625,0
8,5,25,625,0
8,5,30,625,0
8,7,56,2401,0
8,5,30,625,0
8,6,36,1296,0
8,6,36,1296,0
8,6,42,1296,0
8,6,36,1296,0
8,4,16,256,0
8,4,16,256,0
8,7,63,2401,0
8,5,25,625,0
8,5,40,625,0
8,6,42,1296,0
8,5,25,625,0
8,5,30,625,0
8,5,35,625,0
8,6,36,1296,0
8,4,20,256,0
8,5,25,625,0
8,6,36,1296,0
8,5,25,625,0
8,5,30,625,0
8,5,25,625,0
8,4,20,256,0
8,5,35,625,0
8,5,25,625,0
8,6,36,1296,0
8,5,28,625,0
8,5,25,625,0
8,6,42,1296,0
8,4,16,256,0
8,6,42,1296,0
8,5,25,625,0
8,5,25,625,0
8,6,42,1296,0
8,4,16,256,0
8,6,42,1296,0
8,5,25,625,0
8,6,48,1296,0
8,5,30,625,0
8,6,36,1296,0
8,6,54,1296,0
8,5,35,625,0
8,5,25,625,0
8,5,25,625,0
8,6,36,1296,0
8,5,40,625,0
8,6,48,1296,0
8,5,40,625,0
8,4,20,256,0
8,5,30,625,0
8,5,30,625,0
8,6,36,1296,0
8,6,36,1296,0
8,5,25,625,0
8,4,16,256,0
8,5,30,625,0
8,6,36,1296,0
8,5,25,625,0
8,5,38,625,0
8,4,16,256,0
8,5,25,625,0
8,5,30,625,0
8,6,36,1296,0
8,5,25,625,0
8,5,40,625,0
8,4,16,256,0
8,5,30,625,0
8,6,42,1296,0
8,5,25,625,0
8,5,30,625,0
8,4,16,256,0
8,5,30,625,0
8,6,36,1296,0
8,4,16,256,0
8,5,30,625,0
8,4,16,256,0
8,4,24,256,0
8,6,36,1296,0
8,5,25,625,0
8,5,45,625,0
8,6,36,1296,0
8,5,35,625,0
8,5,30,625,0
8,5,25,625,0
8,6,42,1296,0
8,6,54,1296,0
8,5,35,625,0
8,5,30,625,0
8,4,16,256,0
8,4,24,256,0
8,5,40,625,0
8,5,25,625,0
8,4,16,256,0
8,5,25,625,0
8,5,30,625,0
8,4,16,256,0
8,5,40,625,0
8,5,30,625,0
8,4,16,256,0
8,5,25,625,0
8,6,36,1296,0
8,6,42,1296,0
8,5,25,625,0
8,5,30,625,0
8,5,30,625,0
8,5,25,625,0
8,5,25,625,0
8,5,35,625,0
8,4,24,256,0
8,7,49,2401,0
8,6,36,1296,0
8,5,25,625,0
8,6,48,1296,0
8,5,25,625,0
8,4,16,256,0
8,4,24,256,0
8,5,25,625,0
8,4,20,256,0
8,5,35,625,0
8,6,36,1296,0
8,4,16,256,0
8,6,48,1296,0
8,5,34,625,0
8,5,40,625,0
8,5,40,625,0
8,6,48,1296,0
8,5,25,625,0
8,4,24,256,0
8,6,36,1296,0
8,4,16,256,0
8,5,45,625,0
8,5,25,625,0
8,6,36,1296,0
8,4,16,256,0
8,5,35,625,0
8,5,30,625,0
8,7,63,2401,0
8,5,35,625,0
8,5,25,625,0
8,5,30,625,0
8,6,36,1296,0
8,4,20,256,0
8,5,25,625,0
8,4,16,256,0
8,4,16,256,0
8,6,36,1296,0
8,5,25,625,0
8,5,30,625,0
8,5,35,625,0
8,6,54,1296,0
8,5,35,625,0
8,5,30,625,0
8,5,25,625,0
8,6,42,1296,0
8,4,20,256,0
8,4,16,256,0
8,6,42,1296,0
8,6,48,1296,0
8,5,25,625,0
8,5,30,625,0
8,5,30,625,0
8,5,30,625,0
8,6,54,1296,0
8,5,25,625,0
8,6,36,1296,0
8,5,25,625,0
8,5,30,625,0
8,5,30,625,0
8,5,38,625,0
8,4,20,256,0
8,4,20,256,0
8,4,16,256,0
8,5,44,625,0
8,5,25,625,0
8,5,30,625,0
8,5,30,625,0
8,5,25,625,0
8,5,25,625,0
8,5,35,625,0
8,5,25,625,0
8,5,38,625,0
8,6,42,1296,0
8,5,30,625,0
8,4,16,256,0
8,5,30,625,0
8,6,36,1296,0
8,5,30,625,0
8,5,30,625,0
8,6,48,1296,0
8,6,42,1296,0
8,5,25,625,0
8,5,35,625,0
8,4,16,256,0
8,4,16,256,0
8,5,25,625,0
8,5,30,625,0
8,6,40,1296,0
8,5,40,625,0
8,5,30,625,0
8,7,70,2401,0
8,4,16,256,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,5,35,625,0
8,5,30,625,0
8,6,36,1296,0
8,4,16,256,0
8,5,25,625,0
8,6,36,1296,0
8,6,42,1296,0
8,4,20,256,0
8,4,16,256,0
8,5,30,625,0
8,5,35,625,0
8,5,30,625,0
8,5,40,625,0
8,6,42,1296,0
8,5,30,625,0
8,5,25,625,0
8,5,30,625,0
8,6,54,1296,0
8,5,35,625,0
8,5,35,625,0
8,4,22,256,0
8,6,66,1296,0
8,5,30,625,0
8,7,49,2401,0
8,5,25,625,0
8,5,29,625,0
8,5,25,625,0
8,5,45,625,0
8,6,36,1296,0
8,5,40,625,0
8,5,25,625,0
8,4,20,256,0
8,5,25,625,0
8,5,25,625,0
8,4,16,256,0
8,5,30,625,0
8,6,36,1296,0
8,6,39,1296,0
8,5,35,625,0
8,7,56,2401,0
8,6,36,1296,0
8,4,16,256,0
8,6,48,1296,0
8,5,25,625,0
8,4,16,256,0
8,5,25,625,0
8,5,38,625,0
8,6,36,1296,0
8,6,36,1296,0
8,7,70,2401,0
8,4,16,256,0
8,5,35,625,0
8,6,42,1296,0
8,5,25,625,0
8,6,54,1296,0
8,5,40,625,0
8,5,25,625,0
8,5,30,625,0
8,6,40,1296,0
8,5,25,625,0
8,6,36,1296,0
8,5,30,625,0
8,6,42,1296,0
8,5,30,625,0
8,4,24,256,0
8,6,36,1296,0
8,5,35,625,0
8,5,45,625,0
8,5,30,625,0
8,5,35,625,0
8,4,16,256,0
8,5,30,625,0
8,6,36,1296,0
8,5,30,625,0
8,5,35,625,0
8,5,30,625,0
8,5,35,625,0
8,6,36,1296,0
8,5,25,625,0
8,6,48,1296,0
8,6,36,1296,0
8,6,52,1296,0
8,6,54,1296,0
8,7,56,2401,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,4,16,256,0
8,5,30,625,0
8,4,16,256,0
8,6,36,1296,0
8,4,20,256,0
8,5,25,625,0
8,5,25,625,0
8,5,40,625,0
8,6,66,1296,0
8,5,25,625,0
8,5,35,625,0
8,5,30,625,0
8,5,25,625,0
8,6,36,1296,0
8,6,36,1296,0
8,5,40,625,0
8,4,24,256,0
8,5,25,625,0
8,6,48,1296,0
8,5,30,625,0
8,5,40,625,0
8,6,42,1296,0
8,4,16,256,0
8,4,28,256,0
8,6,48,1296,0
8,6,48,1296,0
8,5,25,625,0
8,5,40,625,0
8,5,30,625,0
8,6,36,1296,0
8,6,42,1296,0
8,4,16,256,0
8,5,35,625,0
8,4,16,256,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,6,36,1296,0
8,5,30,625,0
8,5,30,625,0
8,6,54,1296,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,4,24,256,0
8,4,16,256,0
8,5,29,625,0
8,5,40,625,0
8,6,36,1296,0
8,6,42,1296,0
8,4,16,256,0
8,5,25,625,0
8,4,20,256,0
8,5,30,625,0
8,5,30,625,0
8,5,30,625,0
8,5,25,625,0
8,6,48,1296,0
8,5,25,625,0
8,4,16,256,0
8,7,49,2401,0
8,5,30,625,0
8,5,30,625,0
8,5,25,625,0
8,5,35,625,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,5,39,625,0
8,6,54,1296,0
8,5,25,625,0
8,6,42,1296,0
8,6,48,1296,0
8,6,42,1296,0
8,5,35,625,0
8,5,25,625,0
8,5,25,625,0
8,4,16,256,0
8,6,60,1296,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,6,60,1296,0
8,4,16,256,0
8,6,42,1296,0
8,6,36,1296,0
8,6,36,1296,0
8,5,25,625,0
8,4,20,256,0
8,6,54,1296,0
8,7,49,2401,0
8,5,25,625,0
8,4,20,256,0
8,5,30,625,0
8,5,25,625,0
8,6,36,1296,0
8,4,20,256,0
8,6,36,1296,0
8,7,77,2401,0
8,5,25,625,0
8,5,30,625,0
8,5,30,625,0
8,5,25,625,0
8,5,25,625,0
8,6,48,1296,0
8,5,35,625,0
8,6,42,1296,0
8,6,54,1296,0
8,7,49,2401,0
8,4,20,256,0
8,5,25,625,0
8,4,16,256,0
8,6,42,1296,0
8,5,25,625,0
8,5,25,625,0
8,6,60,1296,0
8,6,42,1296,0
8,6,42,1296,0
8,5,35,625,0
8,4,20,256,0
8,5,30,625,0
8,6,42,1296,0
8,4,24,256,0
8,4,16,256,0
8,5,40,625,0
8,5,25,625,0
8,5,35,625,0
8,5,30,625,0
8,5,25,625,0
8,5,30,625,0
8,6,48,1296,0
8,5,25,625,0
8,5,25,625,0
8,4,20,256,0
8,5,25,625,0
8,5,30,625,0
8,6,36,1296,0
8,6,54,1296,0
8,5,30,625,0
8,5,30,625,0
8,6,48,1296,0
8,5,25,625,0
8,5,25,625,0
8,4,16,256,0
8,5,30,625,0
8,5,30,625,0
8,6,42,1296,0
8,6,42,1296,0
8,6,36,1296,0
8,5,30,625,0
8,6,60,1296,0
8,6,42,1296,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,5,40,625,0
8,4,16,256,0
8,5,30,625,0
8,5,25,625,0
8,4,16,256,0
8,5,30,625,0
8,5,30,625,0
8,6,48,1296,0
8,5,30,625,0
8,5,30,625,0
8,5,35,625,0
8,5,25,625,0
8,6,36,1296,0
8,5,25,625,0
8,6,42,1296,0
8,6,54,1296,0
8,7,63,2401,0
8,4,20,256,0
8,5,25,625,0
8,4,16,256,0
8,4,20,256,0
8,5,25,625,0
8,5,40,625,0
8,5,30,625,0
8,6,48,1296,0
8,5,25,625,0
8,5,25,625,0
8,6,48,1296,0
8,5,30,625,0
8,6,60,1296,0
8,5,25,625,0
8,5,30,625,0
8,5,25,625,0
8,6,36,1296,0
8,4,20,256,0
8,6,54,1296,0
8,5,25,625,0
8,6,42,1296,0
8,5,25,625,0
8,5,25,625,0
8,5,30,625,0
8,6,42,1296,0
8,6,60,1296,0
8,5,35,625,0
8,5,40,625,0
8,5,25,625,0
8,4,16,256,0
8,6,54,1296,0
8,5,40,625,0
8,4,16,256,0
8,5,30,625,0
8,6,36,1296,0
8,5,40,625,0
8,6,42,1296,0
8,5,25,625,0
8,4,16,256,0
8,6,57,1296,0
8,5,25,625,0
8,6,42,1296,0
8,5,30,625,0
8,6,54,1296,0
8,4,22,256,0
8,4,24,256,0
8,5,35,625,0
8,5,41,625,0
8,5,35,625,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,5,30,625,0
8,6,42,1296,0
8,5,30,625,0
8,5,25,625,0
8,4,16,256,0
8,6,36,1296,0
8,5,35,625,0
8,6,52,1296,0
8,5,40,625,0
8,5,25,625,0
8,4,16,256,0
8,5,30,625,0
8,6,36,1296,0
8,6,42,1296,0
8,5,25,625,0
8,5,25,625,0
8,5,30,625,0
8,6,42,1296,0
8,5,35,625,0
8,4,16,256,0
8,4,16,256,0
8,5,30,625,0
8,4,16,256,0
8,4,16,256,0
8,5,25,625,0
8,4,16,256,0
8,6,36,1296,0
8,5,30,625,0
8,5,35,625,0
8,5,25,625,0
8,4,16,256,0
8,7,49,2401,0
8,5,40,625,0
8,5,28,625,0
8,5,25,625,0
8,5,35,625,0
8,5,30,625,0
8,5,25,625,0
8,6,36,1296,0
8,6,42,1296,0
8,5,25,625,0
8,5,35,625,0
8,6,42,1296,0
8,5,40,625,0
8,5,40,625,0
8,5,35,625,0
8,5,30,625,0
8,5,25,625,0
8,4,16,256,0
8,6,42,1296,0
8,5,30,625,0
8,5,35,625,0
8,5,25,625,0
8,6,36,1296,0
8,5,25,625,0
8,4,20,256,0
8,4,16,256,0
8,6,36,1296,0
8,6,54,1296,0
8,5,25,625,0
8,4,20,256,0
8,6,60,1296,0
8,6,54,1296,0
8,4,24,256,0
8,6,42,1296,0
8,5,25,625,0
8,4,20,256,0
8,5,35,625,0
8,6,54,1296,0
8,6,36,1296,0
8,6,36,1296,0
8,4,16,256,0
8,6,42,1296,0
8,5,25,625,0
8,5,30,625,0
8,5,30,625,0
8,5,25,625,0
8,4,16,256,0
8,4,16,256,0
8,5,30,625,0
8,5,25,625,0
8,5,30,625,0
8,5,30,625,0
8,6,42,1296,0
8,5,30,625,0
8,6,48,1296,0
8,5,25,625,0
8,6,42,1296,0
8,6,48,1296,0
8,5,30,625,0
8,5,25,625,0
8,6,36,1296,0
8,6,36,1296,0
8,5,30,625,0
8,6,36,1296,0
8,5,30,625,0
8,5,25,625,0
8,5,37,625,0
8,5,30,625,0
8,5,25,625,0
8,5,40,625,0
8,6,42,1296,0
8,6,45,1296,0
8,4,16,256,0
8,5,40,625,0
8,5,25,625,0
8,5,25,625,0
8,5,25,625,0
8,5,35,625,0
8,6,48,1296,0
8,5,33,625,0
8,5,35,625,0
8,5,35,625,0
8,6,60,1296,0
8,5,34,625,0
8,6,36,1296,0
8,5,25,625,0
8,6,42,1296,0
8,6,54,1296,0
8,5,25,625,0
8,5,30,625,0
