k,r,spread,bound_r4,fields_fit
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
2,1,1,1,1
