"compiler","mode","order","structure","n","median_ns","min_ns","max_ns","sessions"
"clang","tput","shuffled","sorted_array",8192,48.2712,48.2529,48.2758,3
"gcc","tput","shuffled","sorted_array",8192,8.9905,8.8684,9.1705,3
"gcc","lat","blocked","btree16_bl_a64",16384,34.2209,34.1949,34.874,3
"gcc","tput","blocked","btree16_bl_a64",16384,18.6752,18.5852,18.8431,3
"clang","lat","shuffled","btree16_bl_a64",16384,41.243,37.6984,43.7714,3
"gcc","lat","shuffled","btree16_bl_a64",16384,36.6394,35.5728,36.6455,3
"clang","tput","shuffled","btree16_bl_a64",16384,20.2988,20.0974,20.6467,3
"gcc","tput","shuffled","btree16_bl_a64",16384,19.8685,19.5923,20.8038,3
"gcc","lat","blocked","btree8",16384,45.3049,44.7067,46.637,3
"gcc","tput","blocked","btree8",16384,46.4233,45.5521,47.406,3
"clang","lat","shuffled","btree8",16384,49.7711,47.9401,50.824,3
"gcc","lat","shuffled","btree8",16384,47.023,46.9925,47.8302,3
"clang","tput","shuffled","btree8",16384,45.7275,45.6421,45.7367,3
"gcc","tput","shuffled","btree8",16384,47.0474,46.7377,47.7737,3
"gcc","lat","blocked","btree8_a64",16384,43.4113,43.2938,44.5328,3
"gcc","tput","blocked","btree8_a64",16384,44.1544,43.5394,44.6518,3
"clang","lat","shuffled","btree8_a64",16384,49.147,47.1252,49.9039,3
"gcc","lat","shuffled","btree8_a64",16384,44.8456,44.2703,45.166,3
"clang","tput","shuffled","btree8_a64",16384,43.692,43.6035,44.0598,3
"gcc","tput","shuffled","btree8_a64",16384,44.6365,44.5831,45.6665,3
"gcc","lat","blocked","btree8_bl",16384,39.7598,39.7568,40.6174,3
"gcc","tput","blocked","btree8_bl",16384,26.1536,25.7935,27.4506,3
"clang","lat","shuffled","btree8_bl",16384,47.5983,45.0058,49.3744,3
"gcc","lat","shuffled","btree8_bl",16384,41.5802,41.4673,41.7328,3
"clang","tput","shuffled","btree8_bl",16384,29.0848,28.8513,29.2145,3
"gcc","tput","shuffled","btree8_bl",16384,27.7283,27.3697,28.36,3
"gcc","lat","blocked","btree8_bl_a64",16384,37.5458,37.5305,38.3713,3
"gcc","tput","blocked","btree8_bl_a64",16384,23.439,23.3139,23.7717,3
"clang","lat","shuffled","btree8_bl_a64",16384,44.7311,42.2424,46.7697,3
"gcc","lat","shuffled","btree8_bl_a64",16384,39.3295,38.8229,39.4211,3
"clang","tput","shuffled","btree8_bl_a64",16384,27.1652,26.9745,27.1973,3
"gcc","tput","shuffled","btree8_bl_a64",16384,25.2075,25.1083,26.0681,3
"gcc","lat","blocked","fusion16_w",16384,81.8604,81.72,83.4991,3
"gcc","tput","blocked","fusion16_w",16384,73.3643,71.7697,73.3704,3
"clang","lat","shuffled","fusion16_w",16384,86.647,82.4615,87.1033,3
"gcc","lat","shuffled","fusion16_w",16384,83.5983,83.4824,84.996,3
"clang","tput","shuffled","fusion16_w",16384,71.2051,71.0098,71.5759,3
"gcc","tput","shuffled","fusion16_w",16384,73.4879,72.8424,73.8815,3
"gcc","lat","blocked","fusion8",16384,75.3067,75.2228,76.5869,3
"gcc","tput","blocked","fusion8",16384,71.0129,70.636,71.7926,3
"clang","lat","shuffled","fusion8",16384,84.8953,80.5786,85.8215,3
"gcc","lat","shuffled","fusion8",16384,79.509,79.0298,80.6107,3
"clang","tput","shuffled","fusion8",16384,78.6911,77.7359,78.746,3
"gcc","tput","shuffled","fusion8",16384,74.4049,74.2462,77.3468,3
"gcc","lat","blocked","fusion8_bf",16384,82.4097,82.164,84.0988,3
"gcc","tput","blocked","fusion8_bf",16384,74.7467,74.4461,75.6073,3
"clang","lat","shuffled","fusion8_bf",16384,85.7788,81.546,87.5168,3
"gcc","lat","shuffled","fusion8_bf",16384,85.7132,83.6319,86.203,3
"clang","tput","shuffled","fusion8_bf",16384,76.5457,75.9842,76.7288,3
"gcc","tput","shuffled","fusion8_bf",16384,76.3046,76.1292,79.6936,3
"gcc","lat","blocked","fusion8_c",16384,82.1671,81.691,82.3914,3
"gcc","tput","blocked","fusion8_c",16384,78.2028,73.0164,78.7827,3
"clang","lat","shuffled","fusion8_c",16384,81.3873,78.8452,82.901,3
"gcc","lat","shuffled","fusion8_c",16384,82.4066,82.0541,83.8028,3
"clang","tput","shuffled","fusion8_c",16384,72.6974,72.6288,73.3292,3
"gcc","tput","shuffled","fusion8_c",16384,75.6393,75.3738,77.1393,3
"gcc","lat","blocked","sorted_array",16384,28.7506,28.7399,29.2877,3
"gcc","tput","blocked","sorted_array",16384,11.5677,11.5555,11.7767,3
"clang","lat","shuffled","sorted_array",16384,54.6982,53.7872,54.7333,3
"gcc","lat","shuffled","sorted_array",16384,28.9062,28.9017,29.0573,3
"clang","tput","shuffled","sorted_array",16384,55.0156,54.9606,55.159,3
"gcc","tput","shuffled","sorted_array",16384,11.6364,11.5982,11.9415,3
"gcc","lat","blocked","btree16_bl_a64",32768,34.0302,33.9767,34.6283,3
"gcc","tput","blocked","btree16_bl_a64",32768,15.6799,15.242,15.6982,3
"clang","lat","shuffled","btree16_bl_a64",32768,37.6007,37.5046,43.9774,3
"gcc","lat","shuffled","btree16_bl_a64",32768,36.0107,35.321,36.9171,3
"clang","tput","shuffled","btree16_bl_a64",32768,16.449,16.1423,16.478,3
"gcc","tput","shuffled","btree16_bl_a64",32768,16.7648,16.0522,17.8909,3
"gcc","lat","blocked","btree8",32768,46.2799,46.1731,47.1176,3
"gcc","tput","blocked","btree8",32768,46.0892,46.0022,46.4294,3
"clang","lat","shuffled","btree8",32768,51.3657,51.2878,53.6972,3
"gcc","lat","shuffled","btree8",32768,47.5876,47.345,48.1766,3
"clang","tput","shuffled","btree8",32768,48.6588,48.6237,48.7289,3
"gcc","tput","shuffled","btree8",32768,47.2916,47.1359,48.5672,3
"gcc","lat","blocked","btree8_a64",32768,43.9987,43.8843,44.873,3
"gcc","tput","blocked","btree8_a64",32768,44.8212,43.9087,44.8929,3
"clang","lat","shuffled","btree8_a64",32768,50.2747,49.9893,53.3844,3
"gcc","lat","shuffled","btree8_a64",32768,45.1828,45.0012,46.0251,3
"clang","tput","shuffled","btree8_a64",32768,46.0907,46.0648,46.2097,3
"gcc","tput","shuffled","btree8_a64",32768,45.2835,45.1904,46.6492,3
"gcc","lat","blocked","btree8_bl",32768,39.6912,39.6805,40.506,3
"gcc","tput","blocked","btree8_bl",32768,20.3262,20.2179,20.4071,3
"clang","lat","shuffled","btree8_bl",32768,44.6274,44.3893,50.2243,3
"gcc","lat","shuffled","btree8_bl",32768,41.8823,40.7562,42.1127,3
"clang","tput","shuffled","btree8_bl",32768,22.4182,22.2519,22.5204,3
"gcc","tput","shuffled","btree8_bl",32768,21.8292,21.6873,23.1476,3
"gcc","lat","blocked","btree8_bl_a64",32768,37.6389,37.6114,38.4247,3
"gcc","tput","blocked","btree8_bl_a64",32768,18.5547,18.2175,18.6371,3
"clang","lat","shuffled","btree8_bl_a64",32768,43.2663,42.7383,47.9401,3
"gcc","lat","shuffled","btree8_bl_a64",32768,39.3906,39.1373,40.3976,3
"clang","tput","shuffled","btree8_bl_a64",32768,21.0938,20.7916,21.1807,3
"gcc","tput","shuffled","btree8_bl_a64",32768,19.9112,19.7571,21.1884,3
"gcc","lat","blocked","fusion16_w",32768,86.615,86.3083,87.8082,3
"gcc","tput","blocked","fusion16_w",32768,75.1785,74.1547,75.2487,3
"clang","lat","shuffled","fusion16_w",32768,87.4466,87.413,94.3893,3
"gcc","lat","shuffled","fusion16_w",32768,88.2721,87.9547,88.8443,3
"clang","tput","shuffled","fusion16_w",32768,73.6526,73.4436,73.8739,3
"gcc","tput","shuffled","fusion16_w",32768,76.1185,75.3021,77.7588,3
"gcc","lat","blocked","fusion8",32768,78.5965,78.1815,79.9454,3
"gcc","tput","blocked","fusion8",32768,73.8708,73.1293,74.7101,3
"clang","lat","shuffled","fusion8",32768,81.6681,81.3828,88.3575,3
"gcc","lat","shuffled","fusion8",32768,80.3589,80.3467,82.6996,3
"clang","tput","shuffled","fusion8",32768,78.7109,78.0792,79.6432,3
"gcc","tput","shuffled","fusion8",32768,75.885,75.7324,78.7659,3
"gcc","lat","blocked","fusion8_bf",32768,86.8988,86.3403,87.8281,3
"gcc","tput","blocked","fusion8_bf",32768,78.2303,77.301,78.4668,3
"clang","lat","shuffled","fusion8_bf",32768,85.4126,84.8755,91.2735,3
"gcc","lat","shuffled","fusion8_bf",32768,89.299,89.2624,91.0385,3
"clang","tput","shuffled","fusion8_bf",32768,78.6957,78.273,78.8864,3
"gcc","tput","shuffled","fusion8_bf",32768,82.7576,81.636,84.7336,3
"gcc","lat","blocked","fusion8_c",32768,85.3653,85.2081,86.9049,3
"gcc","tput","blocked","fusion8_c",32768,76.7273,76.1566,80.4504,3
"clang","lat","shuffled","fusion8_c",32768,83.7402,82.8094,87.2421,3
"gcc","lat","shuffled","fusion8_c",32768,85.9085,85.7941,87.442,3
"clang","tput","shuffled","fusion8_c",32768,75.5585,75.4471,75.6775,3
"gcc","tput","shuffled","fusion8_c",32768,80.275,80.014,81.34,3
"gcc","lat","blocked","sorted_array",32768,36.0825,35.9711,36.6974,3
"gcc","tput","blocked","sorted_array",32768,15.4205,15.1901,15.4465,3
"clang","lat","shuffled","sorted_array",32768,62.0804,61.2106,62.5504,3
"gcc","lat","shuffled","sorted_array",32768,36.3174,36.3022,36.4639,3
"clang","tput","shuffled","sorted_array",32768,62.677,62.4664,62.7518,3
"gcc","tput","shuffled","sorted_array",32768,15.3503,15.2664,15.9912,3
"gcc","lat","blocked","btree16_bl_a64",65536,33.8364,33.8074,34.4696,3
"gcc","tput","blocked","btree16_bl_a64",65536,14.3097,14.0335,14.3539,3
"clang","lat","shuffled","btree16_bl_a64",65536,41.4658,38.2812,44.0002,3
"gcc","lat","shuffled","btree16_bl_a64",65536,37.0865,36.467,40.5441,3
"clang","tput","shuffled","btree16_bl_a64",65536,15.6876,15.2512,15.7074,3
"gcc","tput","shuffled","btree16_bl_a64",65536,15.7455,15.4846,16.777,3
"gcc","lat","blocked","btree8",65536,51.7868,51.2207,52.6215,3
"gcc","tput","blocked","btree8",65536,52.5314,52.3331,52.7573,3
"clang","lat","shuffled","btree8",65536,59.5749,56.2225,61.2061,3
"gcc","lat","shuffled","btree8",65536,53.6667,53.5461,56.3248,3
"clang","tput","shuffled","btree8",65536,53.7842,53.5385,54.4556,3
"gcc","tput","shuffled","btree8",65536,53.9047,53.6911,55.2826,3
"gcc","lat","blocked","btree8_a64",65536,50.9354,49.8886,51.1017,3
"gcc","tput","blocked","btree8_a64",65536,50.4547,49.7192,50.5814,3
"clang","lat","shuffled","btree8_a64",65536,58.6487,55.1346,60.6186,3
"gcc","lat","shuffled","btree8_a64",65536,52.5909,52.1912,56.3171,3
"clang","tput","shuffled","btree8_a64",65536,51.2207,51.0345,51.532,3
"gcc","tput","shuffled","btree8_a64",65536,52.42,52.3651,53.6636,3
"gcc","lat","blocked","btree8_bl",65536,43.2236,43.1961,44.0933,3
"gcc","tput","blocked","btree8_bl",65536,22.1786,22.0383,22.2168,3
"clang","lat","shuffled","btree8_bl",65536,54.3869,50.737,57.4509,3
"gcc","lat","shuffled","btree8_bl",65536,46.7682,46.7331,52.4628,3
"clang","tput","shuffled","btree8_bl",65536,25.1358,24.8093,25.6042,3
"gcc","tput","shuffled","btree8_bl",65536,26.4023,25.6393,27.1332,3
"gcc","lat","blocked","btree8_bl_a64",65536,41.7786,41.6962,42.5888,3
"gcc","tput","blocked","btree8_bl_a64",65536,20.755,20.6512,21.0068,3
"clang","lat","shuffled","btree8_bl_a64",65536,52.5467,47.8851,56.5094,3
"gcc","lat","shuffled","btree8_bl_a64",65536,46.6599,44.809,51.3138,3
"clang","tput","shuffled","btree8_bl_a64",65536,24.2142,24.1547,24.35,3
"gcc","tput","shuffled","btree8_bl_a64",65536,24.3698,24.2172,25.4166,3
"gcc","lat","blocked","fusion16_w",65536,87.5717,87.4512,89.3951,3
"gcc","tput","blocked","fusion16_w",65536,74.3179,72.85,74.4186,3
"clang","lat","shuffled","fusion16_w",65536,94.0414,89.3616,96.5775,3
"gcc","lat","shuffled","fusion16_w",65536,90.2344,90.1688,95.2499,3
"clang","tput","shuffled","fusion16_w",65536,73.9822,73.8724,74.826,3
"gcc","tput","shuffled","fusion16_w",65536,75.3571,74.9619,78.1998,3
"gcc","lat","blocked","fusion8",65536,84.6024,84.1064,86.2152,3
"gcc","tput","blocked","fusion8",65536,77.9755,77.3804,78.2028,3
"clang","lat","shuffled","fusion8",65536,95.8069,89.9612,99.9771,3
"gcc","lat","shuffled","fusion8",65536,91.1209,90.6693,96.3791,3
"clang","tput","shuffled","fusion8",65536,88.588,87.3169,88.826,3
"gcc","tput","shuffled","fusion8",65536,84.7717,83.3954,86.8744,3
"gcc","lat","blocked","fusion8_bf",65536,92.0303,91.9479,93.4235,3
"gcc","tput","blocked","fusion8_bf",65536,85.3302,83.8333,85.3592,3
"clang","lat","shuffled","fusion8_bf",65536,99.2661,92.6971,101.6769,3
"gcc","lat","shuffled","fusion8_bf",65536,96.6263,96.0403,104.3503,3
"clang","tput","shuffled","fusion8_bf",65536,87.9898,87.9791,90.7135,3
"gcc","tput","shuffled","fusion8_bf",65536,89.1785,88.4674,92.067,3
"gcc","lat","blocked","fusion8_c",65536,90.8707,90.6189,92.1585,3
"gcc","tput","blocked","fusion8_c",65536,86.8347,85.173,89.6515,3
"clang","lat","shuffled","fusion8_c",65536,95.3217,94.2551,97.1771,3
"gcc","lat","shuffled","fusion8_c",65536,95.0134,94.9051,98.9761,3
"clang","tput","shuffled","fusion8_c",65536,85.2112,84.1003,85.4172,3
"gcc","tput","shuffled","fusion8_c",65536,92.3935,91.4444,94.6426,3
"gcc","lat","blocked","sorted_array",65536,45.7047,45.5887,46.7743,3
"gcc","tput","blocked","sorted_array",65536,20.0226,19.7357,20.2866,3
"clang","lat","shuffled","sorted_array",65536,71.2799,70.0439,71.8079,3
"gcc","lat","shuffled","sorted_array",65536,46.7285,46.2952,48.4497,3
"clang","tput","shuffled","sorted_array",65536,71.5347,71.3837,71.7361,3
"gcc","tput","shuffled","sorted_array",65536,20.7596,20.7016,21.4844,3
"gcc","lat","blocked","btree16_bl_a64",131072,61.203,60.7635,61.3434,3
"gcc","tput","blocked","btree16_bl_a64",131072,39.3356,38.8763,39.476,3
"clang","lat","shuffled","btree16_bl_a64",131072,95.4056,91.4749,95.6894,3
"gcc","lat","shuffled","btree16_bl_a64",131072,90.3015,87.7701,96.0938,3
"clang","tput","shuffled","btree16_bl_a64",131072,58.5449,55.8105,58.7814,3
"gcc","tput","shuffled","btree16_bl_a64",131072,61.1938,58.519,63.2446,3
"gcc","lat","blocked","btree8",131072,70.137,70.0897,70.6314,3
"gcc","tput","blocked","btree8",131072,69.8624,69.838,70.3064,3
"clang","lat","shuffled","btree8",131072,96.4249,88.4445,96.4508,3
"gcc","lat","shuffled","btree8",131072,88.2645,87.8647,95.6726,3
"clang","tput","shuffled","btree8",131072,87.1628,82.3395,88.2614,3
"gcc","tput","shuffled","btree8",131072,84.1583,82.55,90.2344,3
"gcc","lat","blocked","btree8_a64",131072,69.6457,69.4702,71.022,3
"gcc","tput","blocked","btree8_a64",131072,69.3604,68.8049,69.4229,3
"clang","lat","shuffled","btree8_a64",131072,101.1246,93.2449,101.3229,3
"gcc","lat","shuffled","btree8_a64",131072,94.1177,91.0995,101.1261,3
"clang","tput","shuffled","btree8_a64",131072,90.184,86.3647,90.2191,3
"gcc","tput","shuffled","btree8_a64",131072,87.706,86.0962,93.3044,3
"gcc","lat","blocked","btree8_bl",131072,63.2416,62.8616,63.7161,3
"gcc","tput","blocked","btree8_bl",131072,39.3127,38.945,39.3524,3
"clang","lat","shuffled","btree8_bl",131072,100.7019,91.1026,100.8072,3
"gcc","lat","shuffled","btree8_bl",131072,89.0228,87.6831,97.5204,3
"clang","tput","shuffled","btree8_bl",131072,54.7989,51.0773,55.278,3
"gcc","tput","shuffled","btree8_bl",131072,56.6833,54.718,62.5381,3
"gcc","lat","blocked","btree8_bl_a64",131072,59.6466,59.5108,60.3348,3
"gcc","tput","blocked","btree8_bl_a64",131072,36.4075,36.113,36.4822,3
"clang","lat","shuffled","btree8_bl_a64",131072,98.4909,93.0115,100.2075,3
"gcc","lat","shuffled","btree8_bl_a64",131072,94.0018,92.6407,100.8133,3
"clang","tput","shuffled","btree8_bl_a64",131072,53.302,50.3113,54.3884,3
"gcc","tput","shuffled","btree8_bl_a64",131072,57.9498,53.5126,62.6038,3
"gcc","lat","blocked","fusion16_w",131072,121.3272,120.6207,121.8231,3
"gcc","tput","blocked","fusion16_w",131072,117.0288,108.5861,117.3538,3
"clang","lat","shuffled","fusion16_w",131072,158.1329,150.647,160.4584,3
"gcc","lat","shuffled","fusion16_w",131072,155.4123,152.005,160.4797,3
"clang","tput","shuffled","fusion16_w",131072,137.7136,136.5936,139.1266,3
"gcc","tput","shuffled","fusion16_w",131072,136.3251,133.8196,139.682,3
"gcc","lat","blocked","fusion8",131072,115.6052,115.1093,117.7124,3
"gcc","tput","blocked","fusion8",131072,107.6263,106.1722,108.6365,3
"clang","lat","shuffled","fusion8",131072,170.2911,154.7714,171.051,3
"gcc","lat","shuffled","fusion8",131072,152.9404,152.0813,166.3666,3
"clang","tput","shuffled","fusion8",131072,160.3439,146.2784,160.7391,3
"gcc","tput","shuffled","fusion8",131072,141.4474,139.2944,157.3746,3
"gcc","lat","blocked","fusion8_bf",131072,123.5229,123.1628,124.7635,3
"gcc","tput","blocked","fusion8_bf",131072,112.7441,111.6745,113.1119,3
"clang","lat","shuffled","fusion8_bf",131072,169.0506,156.337,173.2132,3
"gcc","lat","shuffled","fusion8_bf",131072,162.9059,158.4778,176.3626,3
"clang","tput","shuffled","fusion8_bf",131072,155.307,147.3007,156.2164,3
"gcc","tput","shuffled","fusion8_bf",131072,149.6948,146.9543,158.6288,3
"gcc","lat","blocked","fusion8_c",131072,115.3046,114.9124,116.1835,3
"gcc","tput","blocked","fusion8_c",131072,104.9011,104.8798,105.983,3
"clang","lat","shuffled","fusion8_c",131072,150.7812,138.5864,152.8442,3
"gcc","lat","shuffled","fusion8_c",131072,148.8556,144.902,161.8469,3
"clang","tput","shuffled","fusion8_c",131072,139.7583,131.3797,140.1154,3
"gcc","tput","shuffled","fusion8_c",131072,147.0871,138.9557,154.3655,3
"gcc","lat","blocked","sorted_array",131072,56.6589,56.6406,57.6447,3
"gcc","tput","blocked","sorted_array",131072,26.4648,26.2894,26.5884,3
"clang","lat","shuffled","sorted_array",131072,82.7072,81.5659,83.2153,3
"gcc","lat","shuffled","sorted_array",131072,61.0916,60.2859,63.6185,3
"clang","tput","shuffled","sorted_array",131072,82.5653,82.4463,82.9254,3
"gcc","tput","shuffled","sorted_array",131072,28.8559,28.067,29.921,3
"gcc","lat","blocked","btree16_bl_a64",262144,78.5202,77.1149,79.4373,3
"gcc","tput","blocked","btree16_bl_a64",262144,38.2538,37.8113,38.7054,3
"clang","lat","shuffled","btree16_bl_a64",262144,147.3831,139.1235,148.1384,3
"gcc","lat","shuffled","btree16_bl_a64",262144,140.3122,139.3875,149.0204,3
"clang","tput","shuffled","btree16_bl_a64",262144,60.0006,58.3023,60.5347,3
"gcc","tput","shuffled","btree16_bl_a64",262144,68.0939,65.9424,69.1818,3
"gcc","lat","blocked","btree8",262144,73.3765,72.9385,73.9487,3
"gcc","tput","blocked","btree8",262144,73.4299,73.0057,73.613,3
"clang","lat","shuffled","btree8",262144,100.2426,93.2098,100.4883,3
"gcc","lat","shuffled","btree8",262144,93.5684,92.5781,99.9115,3
"clang","tput","shuffled","btree8",262144,93.2571,87.1887,93.9102,3
"gcc","tput","shuffled","btree8",262144,93.6218,88.0035,94.3314,3
"gcc","lat","blocked","btree8_a64",262144,72.5327,72.2305,74.086,3
"gcc","tput","blocked","btree8_a64",262144,72.0383,71.6949,72.3007,3
"clang","lat","shuffled","btree8_a64",262144,105.1193,98.7381,105.22,3
"gcc","lat","shuffled","btree8_a64",262144,96.8857,96.6278,104.5441,3
"clang","tput","shuffled","btree8_a64",262144,95.0882,89.3631,95.5292,3
"gcc","tput","shuffled","btree8_a64",262144,96.3013,92.1219,98.4024,3
"gcc","lat","blocked","btree8_bl",262144,66.217,66.1545,66.6351,3
"gcc","tput","blocked","btree8_bl",262144,31.6895,31.4819,31.9778,3
"clang","lat","shuffled","btree8_bl",262144,113.7222,103.2547,113.9267,3
"gcc","lat","shuffled","btree8_bl",262144,101.4099,99.0219,112.2025,3
"clang","tput","shuffled","btree8_bl",262144,46.6507,43.0557,46.8155,3
"gcc","tput","shuffled","btree8_bl",262144,51.5015,48.5962,53.1158,3
"gcc","lat","blocked","btree8_bl_a64",262144,62.4344,62.3337,63.1104,3
"gcc","tput","blocked","btree8_bl_a64",262144,29.4144,29.1061,29.5715,3
"clang","lat","shuffled","btree8_bl_a64",262144,114.5721,105.1529,114.624,3
"gcc","lat","shuffled","btree8_bl_a64",262144,108.0154,107.634,119.4916,3
"clang","tput","shuffled","btree8_bl_a64",262144,46.225,42.9123,46.3058,3
"gcc","tput","shuffled","btree8_bl_a64",262144,54.538,51.8982,55.9708,3
"gcc","lat","blocked","fusion16_w",262144,142.0471,140.7913,142.3721,3
"gcc","tput","blocked","fusion16_w",262144,132.1518,123.8312,135.9619,3
"clang","lat","shuffled","fusion16_w",262144,198.4604,196.7911,200.6348,3
"gcc","lat","shuffled","fusion16_w",262144,188.7375,187.9807,199.173,3
"clang","tput","shuffled","fusion16_w",262144,164.7507,162.7396,165.3519,3
"gcc","tput","shuffled","fusion16_w",262144,161.0504,156.6101,162.2269,3
"gcc","lat","blocked","fusion8",262144,122.0673,122.0306,124.5529,3
"gcc","tput","blocked","fusion8",262144,116.8167,116.2933,118.1656,3
"clang","lat","shuffled","fusion8",262144,176.6785,161.3617,179.3869,3
"gcc","lat","shuffled","fusion8",262144,161.2747,160.1654,180.513,3
"clang","tput","shuffled","fusion8",262144,167.2882,155.0186,171.8536,3
"gcc","tput","shuffled","fusion8",262144,165.1886,152.1713,168.2968,3
"gcc","lat","blocked","fusion8_bf",262144,130.4916,129.9393,132.5516,3
"gcc","tput","blocked","fusion8_bf",262144,117.1829,116.8793,117.8528,3
"clang","lat","shuffled","fusion8_bf",262144,179.8386,166.246,180.3314,3
"gcc","lat","shuffled","fusion8_bf",262144,170.6024,169.9768,186.2289,3
"clang","tput","shuffled","fusion8_bf",262144,166.7328,154.1107,168.8644,3
"gcc","tput","shuffled","fusion8_bf",262144,164.7583,152.3239,166.8777,3
"gcc","lat","blocked","fusion8_c",262144,120.4285,120.3232,122.4701,3
"gcc","tput","blocked","fusion8_c",262144,111.2274,109.3842,111.4792,3
"clang","lat","shuffled","fusion8_c",262144,159.5947,147.9401,160.434,3
"gcc","lat","shuffled","fusion8_c",262144,153.7674,152.3666,169.1116,3
"clang","tput","shuffled","fusion8_c",262144,148.2788,138.8336,148.7671,3
"gcc","tput","shuffled","fusion8_c",262144,151.6327,143.75,157.3456,3
"gcc","lat","blocked","sorted_array",262144,66.2415,65.9729,67.1494,3
"gcc","tput","blocked","sorted_array",262144,31.2866,31.0532,31.3995,3
"clang","lat","shuffled","sorted_array",262144,92.3355,91.0522,92.5095,3
"gcc","lat","shuffled","sorted_array",262144,74.6979,74.3576,78.4027,3
"clang","tput","shuffled","sorted_array",262144,92.9474,92.215,93.1625,3
"gcc","tput","shuffled","sorted_array",262144,37.2375,36.1557,37.5809,3
"gcc","lat","blocked","btree16_bl_a64",524288,81.4896,80.8701,81.7993,3
"gcc","tput","blocked","btree16_bl_a64",524288,33.5876,33.5007,34.5123,3
"clang","lat","shuffled","btree16_bl_a64",524288,158.0627,151.3443,166.2888,3
"gcc","lat","shuffled","btree16_bl_a64",524288,153.2944,151.1734,158.9066,3
"clang","tput","shuffled","btree16_bl_a64",524288,55.7999,54.155,56.1371,3
"gcc","tput","shuffled","btree16_bl_a64",524288,65.1627,63.7726,66.4688,3
"gcc","lat","blocked","btree8",524288,73.6374,73.5367,73.6847,3
"gcc","tput","blocked","btree8",524288,74.2355,73.5764,74.7223,3
"clang","lat","shuffled","btree8",524288,101.651,94.0048,106.2683,3
"gcc","lat","shuffled","btree8",524288,93.3899,93.2663,101.1368,3
"clang","tput","shuffled","btree8",524288,96.2753,90.4495,96.4966,3
"gcc","tput","shuffled","btree8",524288,94.0643,89.5538,96.3562,3
"gcc","lat","blocked","btree8_a64",524288,73.2224,72.7615,74.2157,3
"gcc","tput","blocked","btree8_a64",524288,72.3495,72.0581,72.6257,3
"clang","lat","shuffled","btree8_a64",524288,108.1421,99.8917,109.4818,3
"gcc","lat","shuffled","btree8_a64",524288,99.2752,98.8708,105.6427,3
"clang","tput","shuffled","btree8_a64",524288,97.5281,92.3203,98.5977,3
"gcc","tput","shuffled","btree8_a64",524288,98.793,93.2266,100.2228,3
"gcc","lat","blocked","btree8_bl",524288,66.0309,65.9256,66.6092,3
"gcc","tput","blocked","btree8_bl",524288,27.6672,27.5452,27.9648,3
"clang","lat","shuffled","btree8_bl",524288,113.8824,106.189,118.0725,3
"gcc","lat","shuffled","btree8_bl",524288,101.9318,101.6647,112.0407,3
"clang","tput","shuffled","btree8_bl",524288,42.2287,39.3021,42.5598,3
"gcc","tput","shuffled","btree8_bl",524288,47.1939,44.7235,48.4207,3
"gcc","lat","blocked","btree8_bl_a64",524288,62.4893,62.4741,63.1638,3
"gcc","tput","blocked","btree8_bl_a64",524288,25.5051,25.4639,25.8194,3
"clang","lat","shuffled","btree8_bl_a64",524288,119.8273,110.1837,122.5739,3
"gcc","lat","shuffled","btree8_bl_a64",524288,111.6455,110.968,122.1466,3
"clang","tput","shuffled","btree8_bl_a64",524288,42.3477,39.6698,42.9688,3
"gcc","tput","shuffled","btree8_bl_a64",524288,53.0563,47.5281,53.4164,3
"gcc","lat","blocked","fusion16_w",524288,153.7216,152.0386,153.9795,3
"gcc","tput","blocked","fusion16_w",524288,134.6085,128.4546,137.6816,3
"clang","lat","shuffled","fusion16_w",524288,221.3821,216.4337,233.8989,3
"gcc","lat","shuffled","fusion16_w",524288,212.6389,210.7315,221.9437,3
"clang","tput","shuffled","fusion16_w",524288,173.8144,169.6747,174.0891,3
"gcc","tput","shuffled","fusion16_w",524288,167.569,162.9623,175.2426,3
"gcc","lat","blocked","fusion8",524288,123.3459,122.7921,124.6338,3
"gcc","tput","blocked","fusion8",524288,113.1866,112.323,114.9597,3
"clang","lat","shuffled","fusion8",524288,177.8717,161.4563,187.1368,3
"gcc","lat","shuffled","fusion8",524288,163.5513,163.0692,180.0003,3
"clang","tput","shuffled","fusion8",524288,167.9504,154.57,168.8232,3
"gcc","tput","shuffled","fusion8",524288,163.0753,151.2207,166.0416,3
"gcc","lat","blocked","fusion8_bf",524288,134.0775,133.1589,135.8368,3
"gcc","tput","blocked","fusion8_bf",524288,117.3508,116.5375,118.5715,3
"clang","lat","shuffled","fusion8_bf",524288,183.4167,168.1732,188.0524,3
"gcc","lat","shuffled","fusion8_bf",524288,175.0702,173.9441,191.2842,3
"clang","tput","shuffled","fusion8_bf",524288,167.5613,154.2953,171.991,3
"gcc","tput","shuffled","fusion8_bf",524288,168.7729,153.537,170.0775,3
"gcc","lat","blocked","fusion8_c",524288,123.0377,122.4167,123.2132,3
"gcc","tput","blocked","fusion8_c",524288,109.9075,108.7769,112.9272,3
"clang","lat","shuffled","fusion8_c",524288,164.0839,153.5553,168.8416,3
"gcc","lat","shuffled","fusion8_c",524288,153.7018,153.5522,168.7851,3
"clang","tput","shuffled","fusion8_c",524288,147.8668,137.3215,148.0194,3
"gcc","tput","shuffled","fusion8_c",524288,149.9283,137.1613,153.6926,3
